,HDPE spectra,
2307.278,3.824381,
2306.314,6.3553413,
2305.350,10.077036,
2304.386,10.619416,
2303.422,9.5597841,
2302.457,9.8343474,
2301.493,10.753934,
2300.529,10.506514,
2299.565,9.3283457,
2298.600,9.267842,
2297.636,10.167812,
2296.672,11.125262,
2295.708,12.074343,
2294.743,12.525551,
2293.779,12.105146,
2292.815,11.378906,
2291.851,10.699777,
2290.886,10.341131,
2289.922,12.071162,
2288.958,14.582,
2287.994,14.2994,
2287.030,13.05989,
2286.065,12.94607,
2285.101,12.828016,
2284.137,13.711538,
2283.173,15.260536,
2282.208,14.702424,
2281.244,11.986748,
2280.280,10.659376,
2279.316,12.460831,
2278.351,15.102001,
2277.387,17.11517,
2276.423,18.314858,
2275.459,16.315252,
2274.494,13.171082,
2273.530,14.045518,
2272.566,16.30885,
2271.602,17.051996,
2270.638,17.040696,
2269.673,16.704232,
2268.709,16.189104,
2267.745,16.507484,
2266.781,18.236159,
2265.816,19.751248,
2264.852,19.54807,
2263.888,19.399226,
2262.924,20.974161,
2261.959,22.824805,
2260.995,24.0784,
2260.031,25.206002,
2259.067,25.717958,
2258.103,25.631572,
2257.138,25.19227,
2256.174,24.409104,
2255.210,23.351536,
2254.246,22.031437,
2253.281,20.163409,
2252.317,18.061567,
2251.353,17.722594,
2250.389,20.49403,
2249.424,23.397801,
2248.460,23.558934,
2247.496,23.451162,
2246.532,25.566243,
2245.567,27.781881,
2244.603,27.823978,
2243.639,26.804062,
2242.675,26.434906,
2241.711,26.210438,
2240.746,24.490174,
2239.782,21.56258,
2238.818,20.289492,
2237.854,22.013585,
2236.889,24.070685,
2235.925,24.913718,
2234.961,25.571084,
2233.997,26.141078,
2233.032,26.264925,
2232.068,26.237014,
2231.104,26.259998,
2230.140,26.118965,
2229.176,26.048636,
2228.211,26.697604,
2227.247,27.674876,
2226.283,27.586589,
2225.319,26.436905,
2224.354,26.324084,
2223.390,28.091532,
2222.426,29.218852,
2221.462,28.543518,
2220.497,27.859266,
2219.533,27.797024,
2218.569,27.840004,
2217.605,27.890016,
2216.640,27.918941,
2215.676,27.836044,
2214.712,27.738006,
2213.748,27.437724,
2212.784,26.795306,
2211.819,27.130772,
2210.855,28.84367,
2209.891,29.439658,
2208.927,28.264749,
2207.962,27.9421,
2206.998,29.480492,
2206.034,31.01699,
2205.070,30.946164,
2204.105,29.636821,
2203.141,28.207668,
2202.177,27.267996,
2201.213,27.0422,
2200.249,27.44266,
2199.284,28.112594,
2198.320,28.754922,
2197.356,29.822666,
2196.392,31.658939,
2195.427,33.947299,
2194.463,36.628306,
2193.499,38.177826,
2192.535,37.402702,
2191.570,35.573849,
2190.606,33.971636,
2189.642,32.989032,
2188.678,33.364048,
2187.713,35.196345,
2186.749,37.616707,
2185.785,40.300866,
2184.821,42.095048,
2183.857,42.205347,
2182.892,43.672014,
2181.928,47.961196,
2180.964,51.497272,
2180.000,52.416961,
2179.035,52.367111,
2178.071,52.510954,
2177.107,52.69905,
2176.143,53.010284,
2175.178,53.451593,
2174.214,53.100162,
2173.250,51.700954,
2172.286,49.535436,
2171.322,46.442123,
2170.357,44.547138,
2169.393,45.004946,
2168.429,45.297672,
2167.465,44.407062,
2166.500,43.306812,
2165.536,42.145294,
2164.572,40.67263,
2163.608,39.068856,
2162.643,37.468845,
2161.679,36.042558,
2160.715,35.457034,
2159.751,35.83332,
2158.786,36.38886,
2157.822,36.65486,
2156.858,36.703998,
2155.894,36.73013,
2154.930,37.025636,
2153.965,37.713542,
2153.001,38.445866,
2152.037,38.74593,
2151.073,38.511722,
2150.108,38.159183,
2149.144,38.22298,
2148.180,38.869156,
2147.216,39.823463,
2146.251,40.536446,
2145.287,40.152176,
2144.323,38.372966,
2143.359,37.116476,
2142.395,38.049578,
2141.430,39.635056,
2140.466,40.575896,
2139.502,40.949938,
2138.538,40.783636,
2137.573,40.359311,
2136.609,40.500964,
2135.645,41.262122,
2134.681,41.78111,
2133.716,41.933288,
2132.752,42.520774,
2131.788,44.154156,
2130.824,45.750062,
2129.859,45.857633,
2128.895,45.270308,
2127.931,44.569028,
2126.967,44.252616,
2126.003,45.638477,
2125.038,48.303238,
2124.074,49.49179,
2123.110,48.09464,
2122.146,46.92474,
2121.181,47.860495,
2120.217,49.222572,
2119.253,50.325129,
2118.289,51.084506,
2117.324,50.328903,
2116.360,49.535358,
2115.396,50.545054,
2114.432,52.240464,
2113.468,53.137942,
2112.503,53.080034,
2111.539,52.529058,
2110.575,51.89374,
2109.611,51.208128,
2108.646,50.197735,
2107.682,49.82709,
2106.718,52.329768,
2105.754,55.514876,
2104.789,55.344056,
2103.825,53.66164,
2102.861,51.152656,
2101.897,47.841239,
2100.932,46.548027,
2099.968,47.253634,
2099.004,48.688952,
2098.040,50.616838,
2097.076,52.476296,
2096.111,52.792792,
2095.147,52.262092,
2094.183,51.814848,
2093.219,51.331878,
2092.254,51.179753,
2091.290,50.700148,
2090.326,51.851488,
2089.362,54.632698,
2088.397,54.173083,
2087.433,50.445666,
2086.469,48.826088,
2085.505,51.194913,
2084.541,52.941669,
2083.576,50.625354,
2082.612,47.23134,
2081.648,46.292274,
2080.684,47.007545,
2079.719,48.785716,
2078.755,51.51935,
2077.791,52.651854,
2076.827,52.061808,
2075.862,51.799316,
2074.898,52.132874,
2073.934,52.170952,
2072.970,51.737926,
2072.005,51.613553,
2071.041,52.525532,
2070.077,53.516972,
2069.113,52.179414,
2068.149,48.698376,
2067.184,46.971124,
2066.220,48.283782,
2065.256,49.823248,
2064.292,50.601532,
2063.327,51.26376,
2062.363,51.29699,
2061.399,50.822016,
2060.435,50.915612,
2059.470,51.836334,
2058.506,53.159416,
2057.542,54.220982,
2056.578,53.815944,
2055.614,51.814061,
2054.649,50.885538,
2053.685,52.743824,
2052.721,54.13531,
2051.757,52.365163,
2050.792,50.263506,
2049.828,49.899084,
2048.864,50.302452,
2047.900,52.096821,
2046.935,54.569827,
2045.971,56.017464,
2045.007,56.417044,
2044.043,56.79426,
2043.078,57.228777,
2042.114,57.215008,
2041.150,56.75401,
2040.186,55.971794,
2039.222,55.526086,
2038.257,55.616942,
2037.293,55.147076,
2036.329,54.378178,
2035.365,54.930088,
2034.400,56.276504,
2033.436,57.872524,
2032.472,59.657238,
2031.508,60.93823,
2030.543,61.281463,
2029.579,60.625286,
2028.615,58.191862,
2027.651,55.333566,
2026.687,56.399469,
2025.722,59.810043,
2024.758,61.312866,
2023.794,61.920858,
2022.830,61.561668,
2021.865,60.047077,
2020.901,59.03623,
2019.937,59.141128,
2018.973,59.63727,
2018.008,60.001939,
2017.044,60.154944,
2016.080,59.987989,
2015.116,59.896756,
2014.151,61.148848,
2013.187,63.841648,
2012.223,65.177976,
2011.259,63.710526,
2010.295,62.695217,
2009.330,63.975181,
2008.366,64.55991,
2007.402,62.588174,
2006.438,60.075345,
2005.473,59.269827,
2004.509,60.061768,
2003.545,61.193142,
2002.581,61.938318,
2001.616,62.410118,
2000.652,62.986752,
1999.688,64.168134,
1998.724,66.650089,
1997.760,68.670625,
1996.795,65.369876,
1995.831,59.77747,
1994.867,59.94576,
1993.903,64.340863,
1992.938,66.446513,
1991.974,64.996322,
1991.010,64.07041,
1990.046,65.630673,
1989.081,66.529465,
1988.117,64.652674,
1987.153,62.791134,
1986.189,63.865307,
1985.224,66.009698,
1984.260,67.382318,
1983.296,68.464986,
1982.332,68.914848,
1981.368,68.590835,
1980.403,67.372773,
1979.439,65.494282,
1978.475,63.989894,
1977.511,63.67491,
1976.546,64.788272,
1975.582,67.402248,
1974.618,70.519306,
1973.654,72.078932,
1972.689,71.979579,
1971.725,71.18034,
1970.761,69.723928,
1969.797,68.492858,
1968.833,68.232652,
1967.868,68.867642,
1966.904,70.90384,
1965.940,73.183139,
1964.976,73.524687,
1964.011,72.049034,
1963.047,70.722286,
1962.083,70.518082,
1961.119,70.82744,
1960.154,71.412643,
1959.190,72.848492,
1958.226,75.687374,
1957.262,78.552972,
1956.297,78.50607,
1955.333,76.771852,
1954.369,75.798006,
1953.405,75.756394,
1952.441,76.582207,
1951.476,77.83721,
1950.512,78.565894,
1949.548,78.157806,
1948.584,77.5896,
1947.619,78.318611,
1946.655,79.679616,
1945.691,79.589754,
1944.727,78.375114,
1943.762,78.542021,
1942.798,80.414214,
1941.834,80.966902,
1940.870,79.458796,
1939.906,79.089541,
1938.941,81.548629,
1937.977,84.347795,
1937.013,84.641492,
1936.049,83.407326,
1935.084,83.771746,
1934.120,86.087512,
1933.156,87.538886,
1932.192,87.118652,
1931.227,86.660323,
1930.263,86.871926,
1929.299,87.180028,
1928.335,87.380096,
1927.370,87.534448,
1926.406,88.48154,
1925.442,89.962998,
1924.478,90.582782,
1923.514,90.130152,
1922.549,89.252548,
1921.585,88.069164,
1920.621,87.01016,
1919.657,87.477022,
1918.692,88.708898,
1917.728,89.268846,
1916.764,89.496722,
1915.800,88.150089,
1914.835,85.387948,
1913.871,83.186912,
1912.907,81.906986,
1911.943,81.698434,
1910.978,82.483171,
1910.014,83.596386,
1909.050,84.375948,
1908.086,84.956391,
1907.122,85.896,
1906.157,87.006234,
1905.193,87.136974,
1904.229,85.899654,
1903.265,84.66183,
1902.300,84.43792,
1901.336,84.160096,
1900.372,82.623718,
1899.408,80.632025,
1898.443,79.073288,
1897.479,78.236402,
1896.515,78.435004,
1895.551,79.279524,
1894.587,80.353577,
1893.622,81.975997,
1892.658,83.550789,
1891.694,82.8604,
1890.730,81.14549,
1889.765,80.534636,
1888.801,79.632246,
1887.837,77.834716,
1886.873,76.502389,
1885.908,77.060893,
1884.944,78.995208,
1883.980,81.05312,
1883.016,82.64222,
1882.051,83.03399,
1881.087,81.485846,
1880.123,79.054152,
1879.159,77.881013,
1878.195,77.911418,
1877.230,77.26844,
1876.266,75.56734,
1875.302,75.11286,
1874.338,78.142858,
1873.373,81.861573,
1872.409,82.024946,
1871.445,80.668976,
1870.481,80.50433,
1869.516,81.026396,
1868.552,80.392302,
1867.588,78.477988,
1866.624,77.171255,
1865.660,77.688809,
1864.695,78.516492,
1863.731,78.579992,
1862.767,79.079818,
1861.803,81.381756,
1860.838,84.661464,
1859.874,85.71072,
1858.910,84.304684,
1857.946,82.855934,
1856.981,82.762121,
1856.017,82.895946,
1855.053,81.947868,
1854.089,80.310179,
1853.124,78.856196,
1852.160,77.807568,
1851.196,77.809,
1850.232,79.48375,
1849.268,81.241224,
1848.303,81.487832,
1847.339,81.869926,
1846.375,83.311218,
1845.411,84.063928,
1844.446,82.677834,
1843.482,79.923916,
1842.518,77.080684,
1841.554,75.004273,
1840.589,75.433769,
1839.625,78.957344,
1838.661,82.764012,
1837.697,83.616472,
1836.733,82.558001,
1835.768,81.541618,
1834.804,80.906078,
1833.840,80.68202,
1832.876,80.737266,
1831.911,81.051269,
1830.947,81.632848,
1829.983,82.188034,
1829.019,82.335676,
1828.054,81.878529,
1827.090,80.74845,
1826.126,79.097858,
1825.162,77.434456,
1824.197,76.481667,
1823.233,76.823816,
1822.269,78.686904,
1821.305,80.673058,
1820.341,80.804762,
1819.376,80.545174,
1818.412,81.587802,
1817.448,83.112767,
1816.484,82.320581,
1815.519,79.216302,
1814.555,77.699496,
1813.591,79.412364,
1812.627,81.721055,
1811.662,81.805959,
1810.698,80.027826,
1809.734,78.06297,
1808.770,76.503534,
1807.806,75.577876,
1806.841,75.452076,
1805.877,75.500994,
1804.913,75.218932,
1803.949,75.031348,
1802.984,75.439698,
1802.020,76.45574,
1801.056,76.982914,
1800.092,76.603888,
1799.127,76.447384,
1798.163,76.973793,
1797.199,78.19723,
1796.235,80.726375,
1795.270,83.115525,
1794.306,82.620264,
1793.342,80.67109,
1792.378,79.123478,
1791.414,77.930846,
1790.449,78.848386,
1789.485,81.72347,
1788.521,82.456084,
1787.557,79.401694,
1786.592,76.46283,
1785.628,77.480672,
1784.664,81.16937,
1783.700,83.446542,
1782.735,82.739512,
1781.771,81.287666,
1780.807,81.415028,
1779.843,82.54553,
1778.879,83.586754,
1777.914,85.351946,
1776.950,86.474874,
1775.986,86.10975,
1775.022,85.437586,
1774.057,84.953356,
1773.093,85.51286,
1772.129,87.453622,
1771.165,90.113753,
1770.200,92.553497,
1769.236,93.487638,
1768.272,91.624672,
1767.308,88.218771,
1766.343,87.824651,
1765.379,92.42958,
1764.415,97.846778,
1763.451,100.33066,
1762.487,101.84246,
1761.522,104.49824,
1760.558,106.91956,
1759.594,104.95846,
1758.630,99.915582,
1757.665,98.12124,
1756.701,100.50924,
1755.737,101.76956,
1754.773,99.139685,
1753.808,95.591623,
1752.844,93.758832,
1751.880,92.59996,
1750.916,91.26721,
1749.952,89.730195,
1748.987,86.922661,
1748.023,82.805442,
1747.059,80.109114,
1746.095,80.41221,
1745.130,81.816976,
1744.166,82.830752,
1743.202,83.466044,
1742.238,83.64685,
1741.273,83.440713,
1740.309,84.473604,
1739.345,88.090304,
1738.381,91.069804,
1737.416,89.028558,
1736.452,84.418397,
1735.488,81.91109,
1734.524,81.235554,
1733.560,80.239754,
1732.595,78.903878,
1731.631,78.811016,
1730.667,80.228482,
1729.703,81.78162,
1728.738,82.560989,
1727.774,83.028854,
1726.810,83.889204,
1725.846,85.067721,
1724.881,86.163964,
1723.917,86.995628,
1722.953,87.249966,
1721.989,86.303174,
1721.025,84.715154,
1720.060,83.872494,
1719.096,83.073082,
1718.132,81.963618,
1717.168,80.966128,
1716.203,81.112894,
1715.239,82.564652,
1714.275,83.845958,
1713.311,83.671312,
1712.346,82.728199,
1711.382,82.387128,
1710.418,82.659032,
1709.454,82.966434,
1708.489,83.701395,
1707.525,85.11827,
1706.561,87.515928,
1705.597,90.941909,
1704.633,90.738345,
1703.668,86.843541,
1702.704,83.066634,
1701.740,80.096266,
1700.776,77.773075,
1699.811,76.618488,
1698.847,78.22451,
1697.883,83.292098,
1696.919,89.432302,
1695.954,92.903632,
1694.990,93.324814,
1694.026,92.099892,
1693.062,89.44752,
1692.098,86.63046,
1691.133,86.09531,
1690.169,86.81593,
1689.205,87.954602,
1688.241,89.508291,
1687.276,88.695584,
1686.312,84.797912,
1685.348,81.669898,
1684.384,81.26625,
1683.419,82.968516,
1682.455,86.65263,
1681.491,90.526034,
1680.527,90.819535,
1679.562,88.364459,
1678.598,86.956716,
1677.634,87.419988,
1676.670,88.682978,
1675.706,90.813525,
1674.741,92.429954,
1673.777,91.526148,
1672.813,89.296744,
1671.849,88.501218,
1670.884,90.011852,
1669.920,90.700794,
1668.956,88.30749,
1667.992,85.540916,
1667.027,85.416628,
1666.063,86.407566,
1665.099,86.678992,
1664.135,86.526352,
1663.171,87.191979,
1662.206,89.141878,
1661.242,90.869842,
1660.278,90.632428,
1659.314,89.178057,
1658.349,88.103766,
1657.385,87.499138,
1656.421,86.948958,
1655.457,86.788666,
1654.492,87.688851,
1653.528,89.706261,
1652.564,91.495856,
1651.600,90.277937,
1650.635,86.854726,
1649.671,85.076896,
1648.707,85.706988,
1647.743,86.8894,
1646.779,87.749402,
1645.814,88.173728,
1644.850,87.586092,
1643.886,86.268836,
1642.922,85.770576,
1641.957,86.479712,
1640.993,86.462006,
1640.029,84.491774,
1639.065,83.303767,
1638.100,85.926036,
1637.136,89.792328,
1636.172,89.174796,
1635.208,85.23237,
1634.244,84.059997,
1633.279,86.016884,
1632.315,87.741852,
1631.351,87.868698,
1630.387,87.111858,
1629.422,85.818915,
1628.458,83.93542,
1627.494,81.736494,
1626.530,79.795078,
1625.565,78.558658,
1624.601,78.77892,
1623.637,80.417224,
1622.673,82.227091,
1621.708,84.022944,
1620.744,85.536246,
1619.780,86.573986,
1618.816,86.500418,
1617.852,85.261783,
1616.887,83.986811,
1615.923,83.517072,
1614.959,83.282684,
1613.995,82.329678,
1613.030,80.711619,
1612.066,79.163448,
1611.102,77.878724,
1610.138,76.457154,
1609.173,75.212438,
1608.209,74.990094,
1607.245,76.424118,
1606.281,78.504884,
1605.317,78.289465,
1604.352,75.818396,
1603.388,73.57318,
1602.424,72.719118,
1601.460,73.012114,
1600.495,74.266119,
1599.531,75.729681,
1598.567,75.798498,
1597.603,73.915311,
1596.638,71.666158,
1595.674,70.392452,
1594.710,69.200768,
1593.746,67.400008,
1592.781,65.782202,
1591.817,66.53163,
1590.853,69.132976,
1589.889,69.946216,
1588.925,68.297431,
1587.960,66.663031,
1586.996,66.545018,
1586.032,67.125064,
1585.068,67.311732,
1584.103,66.986458,
1583.139,65.96529,
1582.175,63.803664,
1581.211,62.12368,
1580.246,63.118534,
1579.282,64.805288,
1578.318,64.187866,
1577.354,62.054312,
1576.390,60.795972,
1575.425,60.768016,
1574.461,62.0909,
1573.497,65.011956,
1572.533,67.346263,
1571.568,65.402355,
1570.604,60.028142,
1569.640,57.187794,
1568.676,60.114606,
1567.711,63.560947,
1566.747,62.570348,
1565.783,59.96075,
1564.819,58.096343,
1563.854,57.035153,
1562.890,58.190436,
1561.926,61.721988,
1560.962,65.60835,
1559.998,68.417792,
1559.033,70.274838,
1558.069,71.364846,
1557.105,72.094064,
1556.141,72.281699,
1555.176,71.917999,
1554.212,71.70406,
1553.248,71.966836,
1552.284,71.168623,
1551.319,67.722045,
1550.355,63.449778,
1549.391,61.439988,
1548.427,61.250533,
1547.463,60.403531,
1546.498,58.02132,
1545.534,55.377184,
1544.570,53.992062,
1543.606,54.143584,
1542.641,54.79355,
1541.677,54.729014,
1540.713,54.327948,
1539.749,54.142882,
1538.784,53.987007,
1537.820,53.893032,
1536.856,53.663784,
1535.892,52.113183,
1534.927,49.200256,
1533.963,47.119004,
1532.999,47.672002,
1532.035,49.25779,
1531.071,48.826405,
1530.106,47.183019,
1529.142,48.126872,
1528.178,51.514663,
1527.214,53.41687,
1526.249,53.259665,
1525.285,52.659164,
1524.321,52.326,
1523.357,52.324095,
1522.392,53.900034,
1521.428,58.545091,
1520.464,68.50324,
1519.500,85.432772,
1518.535,102.95332,
1517.571,107.5175,
1516.607,105.49014,
1515.643,101.76694,
1514.679,94.496586,
1513.714,84.087144,
1512.750,70.657711,
1511.786,59.36446,
1510.822,53.908712,
1509.857,52.228518,
1508.893,50.350638,
1507.929,47.616851,
1506.965,46.58844,
1506.000,48.877038,
1505.036,52.718168,
1504.072,54.015002,
1503.108,54.203274,
1502.144,52.723935,
1501.179,49.582931,
1500.215,47.81723,
1499.251,48.067723,
1498.287,50.112981,
1497.322,53.669255,
1496.358,57.591949,
1495.394,59.97304,
1494.430,60.1559,
1493.465,60.012909,
1492.501,61.439422,
1491.537,63.427094,
1490.573,64.625785,
1489.608,66.020478,
1488.644,68.300762,
1487.680,70.897846,
1486.716,72.59026,
1485.752,73.200832,
1484.787,73.017126,
1483.823,72.437114,
1482.859,72.639758,
1481.895,75.277692,
1480.930,80.059899,
1479.966,84.607481,
1479.002,87.659492,
1478.038,90.944103,
1477.073,95.834271,
1476.109,102.28696,
1475.145,109.08008,
1474.181,115.54315,
1473.217,121.88656,
1472.252,128.57592,
1471.288,136.08906,
1470.324,145.11404,
1469.360,156.38407,
1468.395,173.0686,
1467.431,195.41414,
1466.467,217.19396,
1465.503,235.04245,
1464.538,252.68476,
1463.574,273.80155,
1462.610,297.20186,
1461.646,319.42158,
1460.681,339.79044,
1459.717,360.40892,
1458.753,382.57882,
1457.789,406.43272,
1456.825,436.00061,
1455.860,469.45739,
1454.896,488.47636,
1453.932,494.78872,
1452.968,490.39933,
1452.003,476.67449,
1451.039,459.08578,
1450.075,443.418,
1449.111,430.58294,
1448.146,419.55064,
1447.182,411.36382,
1446.218,406.24006,
1445.254,409.10496,
1444.290,418.99408,
1443.325,423.1375,
1442.361,426.09964,
1441.397,441.77987,
1440.433,468.86865,
1439.468,502.61348,
1438.504,541.62996,
1437.540,585.12042,
1436.576,631.06181,
1435.611,675.77128,
1434.647,710.80617,
1433.683,723.68946,
1432.719,717.55537,
1431.754,692.05102,
1430.790,650.56209,
1429.826,599.90244,
1428.862,540.686,
1427.898,485.63646,
1426.933,438.33171,
1425.969,394.35817,
1425.005,354.90956,
1424.041,319.92591,
1423.076,289.16531,
1422.112,262.14874,
1421.148,241.838,
1420.184,229.35502,
1419.219,221.64063,
1418.255,216.29246,
1417.291,214.78012,
1416.327,219.74614,
1415.363,231.84868,
1414.398,250.67873,
1413.434,276.56704,
1412.470,304.84272,
1411.506,312.18494,
1410.541,306.26251,
1409.577,291.80364,
1408.613,269.29305,
1407.649,239.36339,
1406.684,202.2436,
1405.720,164.56468,
1404.756,136.90854,
1403.792,121.55404,
1402.827,111.2607,
1401.863,102.78446,
1400.899,97.481228,
1399.935,91.66507,
1398.971,87.29406,
1398.006,85.198393,
1397.042,85.263988,
1396.078,85.503932,
1395.114,85.28294,
1394.149,85.206417,
1393.185,85.813806,
1392.221,86.645978,
1391.257,86.516159,
1390.292,85.223804,
1389.328,83.807646,
1388.364,82.196952,
1387.400,80.491184,
1386.436,80.850183,
1385.471,83.039701,
1384.507,85.308752,
1383.543,87.011191,
1382.579,87.518652,
1381.614,85.950937,
1380.650,83.5146,
1379.686,82.979418,
1378.722,84.741205,
1377.757,87.795604,
1376.793,90.99677,
1375.829,93.812246,
1374.865,96.264488,
1373.900,98.810263,
1372.936,101.6985,
1371.972,104.78988,
1371.008,107.75126,
1370.044,110.55356,
1369.079,114.37748,
1368.115,122.9285,
1367.151,133.78136,
1366.187,138.15976,
1365.222,137.84995,
1364.258,137.58008,
1363.294,139.57038,
1362.330,141.75926,
1361.365,140.61762,
1360.401,135.5123,
1359.437,129.96992,
1358.473,127.32932,
1357.509,126.0083,
1356.544,124.321,
1355.580,122.17022,
1354.616,119.64892,
1353.652,116.82684,
1352.687,113.17841,
1351.723,108.86104,
1350.759,106.00026,
1349.795,107.03248,
1348.830,110.44984,
1347.866,112.60918,
1346.902,112.49,
1345.938,112.56076,
1344.973,113.84011,
1344.009,115.22928,
1343.045,115.25,
1342.081,113.8493,
1341.117,112.28924,
1340.152,111.48052,
1339.188,111.03008,
1338.224,110.36982,
1337.260,109.80004,
1336.295,109.84005,
1335.331,109.94996,
1334.367,110.12006,
1333.403,110.4705,
1332.438,111.2405,
1331.474,112.73934,
1330.510,114.9501,
1329.546,117.29092,
1328.582,119.04092,
1327.617,119.95946,
1326.653,119.84002,
1325.689,119.60056,
1324.725,121.04234,
1323.760,123.72123,
1322.796,126.95924,
1321.832,130.76098,
1320.868,134.70238,
1319.903,137.9605,
1318.939,141.07884,
1317.975,144.51039,
1317.011,148.03268,
1316.046,152.521,
1315.082,158.51694,
1314.118,164.61984,
1313.154,168.99144,
1312.190,172.14416,
1311.225,176.56713,
1310.261,183.49886,
1309.297,190.41128,
1308.333,194.4028,
1307.368,197.88319,
1306.404,204.96786,
1305.440,213.79134,
1304.476,221.09352,
1303.511,226.3812,
1302.547,232.70722,
1301.583,242.83058,
1300.619,255.80636,
1299.655,267.82968,
1298.690,277.38448,
1297.726,288.93892,
1296.762,306.97018,
1295.798,333.00886,
1294.833,377.37828,
1293.869,438.02602,
1292.905,520.3474,
1291.941,628.35122,
1290.976,738.37426,
1290.012,805.74522,
1289.048,846.90781,
1288.084,828.02345,
1287.119,750.4922,
1286.155,646.88239,
1285.191,526.68258,
1284.227,409.38904,
1283.263,320.8784,
1282.298,266.39505,
1281.334,229.96579,
1280.370,205.99644,
1279.406,195.05037,
1278.441,183.15984,
1277.477,175.7322,
1276.513,169.37924,
1275.549,165.33714,
1274.584,161.07894,
1273.620,155.85226,
1272.656,151.4599,
1271.692,149.43982,
1270.728,149.09932,
1269.763,148.43038,
1268.799,146.94014,
1267.835,146.24018,
1266.871,146.6703,
1265.906,147.00976,
1264.942,145.08044,
1263.978,140.58888,
1263.014,136.29924,
1262.049,135.28097,
1261.085,136.15968,
1260.121,135.43986,
1259.157,134.26856,
1258.192,131.89922,
1257.228,128.3118,
1256.264,125.24004,
1255.300,123.8798,
1254.336,123.43856,
1253.371,121.93096,
1252.407,118.35056,
1251.443,114.30924,
1250.479,112.00818,
1249.514,109.76918,
1248.550,107.16076,
1247.586,105.13972,
1246.622,103.6792,
1245.657,102.49009,
1244.693,101.72032,
1243.729,101.7,
1242.765,101.83912,
1241.801,100.21704,
1240.836,97.332634,
1239.872,97.09302,
1238.908,100.22128,
1237.944,103.42,
1236.979,103.43,
1236.015,100.53064,
1235.051,97.85791,
1234.087,97.51708,
1233.122,97.622786,
1232.158,95.724678,
1231.194,93.389848,
1230.230,92.196649,
1229.265,91.622348,
1228.301,91.74394,
1227.337,92.558992,
1226.373,93.304853,
1225.409,92.993959,
1224.444,91.907688,
1223.480,91.329086,
1222.516,91.610973,
1221.552,91.530172,
1220.587,90.521343,
1219.623,88.918458,
1218.659,87.426836,
1217.695,86.604056,
1216.730,86.685597,
1215.766,87.77254,
1214.802,89.49695,
1213.838,88.683544,
1212.874,86.010156,
1211.909,84.219005,
1210.945,83.868026,
1209.981,84.37635,
1209.017,85.23788,
1208.052,86.22431,
1207.088,86.864862,
1206.124,86.401526,
1205.160,84.643228,
1204.195,82.293911,
1203.231,80.56261,
