,HDPE spectra,
1202.267,80.791194,
1201.303,82.262543,
1200.338,83.143188,
1199.374,82.447341,
1198.410,80.872008,
1197.446,79.323614,
1196.482,78.51697,
1195.517,78.48602,
1194.553,78.720966,
1193.589,78.64075,
1192.625,77.910304,
1191.660,77.067361,
1190.696,77.126984,
1189.732,78.453286,
1188.768,79.854442,
1187.803,80.496143,
1186.839,81.233692,
1185.875,81.665008,
1184.911,81.771837,
1183.947,81.475336,
1182.982,80.833356,
1182.018,80.306038,
1181.054,80.512278,
1180.090,81.184566,
1179.125,81.815562,
1178.161,82.020958,
1177.197,82.022044,
1176.233,82.185468,
1175.268,82.801483,
1174.304,83.989588,
1173.340,85.756338,
1172.376,88.217236,
1171.411,91.812742,
1170.447,96.304825,
1169.483,102.42,
1168.519,110.3151,
1167.555,120.86251,
1166.590,133.77197,
1165.626,144.80848,
1164.662,149.78014,
1163.698,150.17768,
1162.733,147.38724,
1161.769,141.5816,
1160.805,133.59784,
1159.841,123.222,
1158.876,111.67926,
1157.912,101.62414,
1156.948,94.117606,
1155.984,88.603447,
1155.019,85.80844,
1154.055,85.796006,
1153.091,87.492888,
1152.127,90.822245,
1151.163,91.406383,
1150.198,89.614233,
1149.234,87.736382,
1148.270,87.167103,
1147.306,87.534472,
1146.341,88.15222,
1145.377,88.91374,
1144.413,89.594048,
1143.449,89.936266,
1142.484,90.360361,
1141.520,91.376514,
1140.556,93.053012,
1139.592,95.193226,
1138.628,97.696495,
1137.663,100.25842,
1136.699,101.58982,
1135.735,102.68208,
1134.771,108.59841,
1133.806,118.65424,
1132.842,130.81672,
1131.878,143.88332,
1130.914,159.38544,
1129.949,181.48817,
1128.985,211.95759,
1128.021,251.71382,
1127.057,301.37017,
1126.092,355.13758,
1125.128,403.45368,
1124.164,443.29758,
1123.200,467.90908,
1122.236,465.72105,
1121.271,444.84425,
1120.307,407.0475,
1119.343,350.90564,
1118.379,300.67394,
1117.414,253.86342,
1116.450,212.7638,
1115.486,180.8166,
1114.522,157.86944,
1113.557,141.18169,
1112.593,129.88534,
1111.629,123.15994,
1110.665,118.34828,
1109.701,114.8651,
1108.736,109.86306,
1107.772,103.26084,
1106.808,97.716176,
1105.844,95.40947,
1104.879,94.778643,
1103.915,92.375636,
1102.951,89.394896,
1101.987,88.926731,
1101.022,91.384442,
1100.058,93.961964,
1099.094,94.080838,
1098.130,92.118399,
1097.165,91.059153,
1096.201,92.222372,
1095.237,93.359937,
1094.273,94.17818,
1093.309,94.597176,
1092.344,93.694612,
1091.380,91.815362,
1090.416,91.170864,
1089.452,94.141668,
1088.487,98.870742,
1087.523,103.1086,
1086.559,107.8308,
1085.595,113.09368,
1084.630,118.8503,
1083.666,124.27746,
1082.702,128.40004,
1081.738,130.9808,
1080.774,132.5814,
1079.809,134.00914,
1078.845,136.19974,
1077.881,138.84064,
1076.917,140.5805,
1075.952,141.15981,
1074.988,141.19998,
1074.024,140.98966,
1073.060,139.44902,
1072.095,138.06083,
1071.131,138.42986,
1070.167,138.76004,
1069.203,139.19046,
1068.238,139.99057,
1067.274,141.83902,
1066.310,145.6998,
1065.346,152.24536,
1064.382,164.58997,
1063.417,186.33539,
1062.453,216.1744,
1061.489,255.3841,
1060.525,302.91958,
1059.560,353.60009,
1058.596,401.99426,
1057.632,448.31294,
1056.668,466.75985,
1055.703,466.51798,
1054.739,444.99996,
1053.775,403.3489,
1052.811,352.2332,
1051.847,299.22798,
1050.882,246.68155,
1049.918,200.83532,
1048.954,167.90082,
1047.990,142.94427,
1047.025,124.49794,
1046.061,111.22336,
1045.097,100.24776,
1044.133,90.520971,
1043.168,83.487059,
1042.204,80.114318,
1041.240,81.175992,
1040.276,81.089908,
1039.311,80.931767,
1038.347,80.342312,
1037.383,79.033058,
1036.419,77.201212,
1035.455,75.407713,
1034.490,74.014928,
1033.526,72.086352,
1032.562,68.907178,
1031.598,66.187521,
1030.633,65.578737,
1029.669,66.352752,
1028.705,66.350644,
1027.741,64.179227,
1026.776,61.445433,
1025.812,59.93569,
1024.848,58.534984,
1023.884,57.96703,
1022.920,58.024058,
1021.955,58.081966,
1020.991,57.939016,
1020.027,57.944048,
1019.063,58.074846,
1018.098,57.895,
1017.134,56.305394,
1016.170,52.77806,
1015.206,48.795533,
1014.241,46.760407,
1013.277,47.626666,
1012.313,49.543008,
1011.349,49.630659,
1010.384,49.04572,
1009.420,49.842582,
1008.456,50.893958,
1007.492,49.439116,
1006.528,45.201758,
1005.563,40.637019,
1004.599,38.65235,
1003.635,38.898084,
1002.671,39.1707,
1001.706,38.791809,
1000.742,38.256168,
999.778,38.10003,
998.814,38.276754,
997.849,37.899906,
996.885,35.669008,
995.921,32.94904,
994.957,34.180678,
993.993,37.429997,
993.028,38.426412,
992.064,36.33222,
991.100,33.230372,
990.136,31.57126,
989.171,30.712939,
988.207,28.674496,
987.243,26.30481,
986.279,25.51794,
985.314,26.814666,
984.350,28.843228,
983.386,29.374766,
982.422,27.114359,
981.457,24.323678,
980.493,24.84473,
979.529,26.093958,
978.565,25.377998,
977.601,23.152862,
976.636,21.935798,
975.672,23.632708,
974.708,26.608876,
973.744,26.213085,
972.779,23.81056,
971.815,21.634672,
970.851,20.10081,
969.887,19.012414,
968.922,18.124002,
967.958,17.404322,
966.994,17.020038,
966.030,18.031146,
965.066,20.227468,
964.101,21.686148,
963.137,21.88998,
962.173,21.69112,
961.209,22.002085,
960.244,22.099544,
959.280,21.477148,
958.316,21.519002,
957.352,21.5247,
956.387,21.113639,
955.423,20.227332,
954.459,18.96185,
953.495,17.591728,
952.530,17.132916,
951.566,18.408346,
950.602,19.522968,
949.638,19.428696,
948.674,18.76259,
947.709,18.327284,
946.745,18.200022,
945.781,17.717956,
944.817,17.577023,
943.852,17.605637,
942.888,17.058166,
941.924,16.314922,
940.960,15.882056,
939.995,15.966199,
939.031,16.380817,
938.067,16.881016,
937.103,17.262058,
936.139,17.370844,
935.174,17.217089,
934.210,16.993022,
933.246,16.890016,
932.282,16.930948,
931.317,16.871499,
930.353,16.103178,
929.389,14.922878,
928.425,14.438238,
927.460,14.7606,
926.496,15.970552,
925.532,18.125274,
924.568,20.51377,
923.603,20.130108,
922.639,18.132014,
921.675,16.635034,
920.711,16.133077,
919.747,16.300272,
918.782,16.588814,
917.818,16.754974,
916.854,16.856158,
915.890,17.344668,
914.925,18.172266,
913.961,19.085728,
912.997,19.88311,
912.033,20.477327,
911.068,20.965223,
910.104,21.740662,
909.140,21.514958,
908.176,20.664956,
907.212,20.582987,
906.247,21.553444,
905.283,22.826886,
904.319,23.282732,
903.355,22.60189,
902.390,21.340187,
901.426,19.48842,
900.462,17.852168,
899.498,18.504468,
898.533,21.831981,
897.569,25.737576,
896.605,26.544834,
895.641,25.157024,
894.676,25.197347,
893.712,25.871662,
892.748,26.517988,
891.784,27.287562,
890.820,28.494,
889.855,29.545328,
888.891,29.202054,
887.927,28.522026,
886.963,28.601647,
885.998,29.397485,
885.034,30.622641,
884.070,32.021248,
883.106,33.313752,
882.141,32.945345,
881.177,31.526611,
880.213,32.307132,
879.249,34.759056,
878.285,36.723224,
877.320,36.942876,
876.356,36.70402,
875.392,37.287286,
874.428,38.001992,
873.463,37.99252,
872.499,37.286156,
871.535,36.294768,
870.571,35.410454,
869.606,34.678784,
868.642,33.827306,
867.678,32.906932,
866.714,32.361354,
865.749,32.942574,
864.785,34.51322,
863.821,36.09798,
862.857,36.470752,
861.893,35.946774,
860.928,35.71015,
859.964,35.865976,
859.000,35.03628,
858.036,32.87828,
857.071,30.778176,
856.107,31.338838,
855.143,35.057512,
854.179,37.664878,
853.214,37.486177,
852.250,35.93366,
851.286,34.38594,
850.322,33.353472,
849.358,32.380338,
848.393,31.736362,
847.429,31.396026,
846.465,31.106998,
845.501,31.10432,
844.536,31.46432,
843.572,32.11386,
842.608,32.869976,
841.644,32.782334,
840.679,31.896709,
839.715,30.826378,
838.751,29.66687,
837.787,28.663709,
836.822,28.190396,
835.858,28.489852,
834.894,28.451,
833.930,27.347424,
832.966,26.138561,
832.001,24.641942,
831.037,22.684284,
830.073,20.953176,
829.109,21.474625,
828.144,23.445987,
827.180,23.052112,
826.216,21.654858,
825.252,20.954372,
824.287,21.497362,
823.323,22.534564,
822.359,22.89297,
821.395,22.431744,
820.431,21.96374,
819.466,21.71214,
818.502,21.559012,
817.538,21.127564,
816.574,20.066778,
815.609,18.701915,
814.645,17.89117,
813.681,17.034894,
812.717,16.6482,
811.752,16.912201,
810.788,17.413826,
809.824,17.368968,
808.860,17.135728,
807.895,16.695864,
806.931,16.063308,
805.967,15.686,
805.003,15.732048,
804.039,15.830275,
803.074,15.080468,
802.110,12.85131,
801.146,10.690702,
800.182,9.8282853,
799.217,10.172479,
798.253,11.101742,
797.289,11.937094,
796.325,12.39203,
795.360,12.434935,
794.396,12.356032,
793.432,12.12599,
792.468,11.975108,
791.503,12.171235,
790.539,12.819642,
789.575,13.578948,
788.611,13.192304,
787.647,11.520151,
786.682,9.4670164,
785.718,7.9155187,
784.754,7.2204226,
783.790,6.9430433,
782.825,6.7378154,
781.861,6.7866832,
780.897,7.532594,
779.933,8.9066162,
778.968,9.5713468,
778.004,8.0710215,
777.040,5.081297,
776.076,4.216223,
775.112,4.0587664,
774.147,4.5384034,
773.183,5.8457248,
772.219,7.4189271,
771.255,7.7805347,
770.290,5.9051956,
769.326,4.3680173,
768.362,4.5449096,
767.398,5.5311335,
766.433,6.7270578,
765.469,8.0684513,
764.505,9.7384426,
763.541,10.305986,
762.576,10.280885,
761.612,10.036134,
760.648,9.3887404,
759.684,8.2561111,
758.720,6.859269,
757.755,5.6111544,
756.791,5.0317158,
755.827,4.8351297,
754.863,4.9399136,
753.898,5.3480648,
752.934,6.0388668,
751.970,6.889791,
751.006,7.5111784,
750.041,7.6352814,
749.077,7.1706209,
748.113,6.5264972,
747.149,6.207633,
746.185,6.4774053,
745.220,6.8919459,
744.256,6.6489313,
743.292,5.7983971,
742.328,4.6651315,
741.363,3.6313429,
740.399,3.1098388,
739.435,3.5052758,
738.471,4.7707936,
737.506,5.9004322,
736.542,6.4633728,
735.578,6.7328392,
734.614,7.220378,
733.649,8.2437425,
732.685,9.1351176,
731.721,7.8990707,
730.757,5.9894002,
729.793,5.7568031,
728.828,7.186429,
727.864,8.640017,
726.900,8.3896268,
725.936,8.4827061,
724.971,9.1367592,
724.007,10.13267,
723.043,11.338156,
722.079,12.369232,
721.114,12.734965,
720.150,12.982884,
719.186,14.480016,
718.222,15.572459,
717.258,14.485032,
716.293,11.465835,
715.329,8.4018777,
714.365,7.574121,
713.401,7.3553472,
712.436,7.0563729,
711.472,6.9983152,
710.508,7.0573818,
709.544,6.9756596,
708.579,6.6357223,
707.615,5.7500529,
706.651,4.8374948,
705.687,4.7781368,
704.722,5.7196147,
703.758,6.8485949,
702.794,6.6709092,
701.830,3.9406469,
700.866,1.0432442,
699.901,0.00070246222,
698.937,0.39489522,
697.973,1.8852935,
697.009,4.2382384,
696.044,6.8527287,
695.080,5.2532234,
694.116,2.0505561,
693.152,1.136394,
692.187,2.8416406,
691.223,5.2397861,
690.259,5.75537,
689.295,4.2328684,
688.331,3.1780135,
687.366,2.8880747,
686.402,2.7085212,
685.438,2.0727343,
684.474,1.0748245,
683.509,1.3395351,
682.545,4.0862981,
681.581,7.2380301,
680.617,8.2424748,
679.652,6.3837268,
678.688,3.2283403,
677.724,2.6608424,
676.760,4.2234364,
675.795,5.1555866,
674.831,6.0235395,
673.867,7.0454526,
672.903,7.8882404,
671.939,7.7511019,
670.974,6.2351134,
670.010,4.083196,
669.046,2.465631,
668.082,2.2364973,
667.117,3.3801268,
666.153,4.6221006,
665.189,4.2946732,
664.225,4.1300861,
663.260,5.0362096,
662.296,6.6933391,
661.332,8.0727976,
660.368,7.976456,
659.404,6.7124856,
658.439,6.7986486,
657.475,7.677901,
656.511,8.7516426,
655.547,9.6736935,
654.582,10.366662,
653.618,10.241032,
652.654,9.2250855,
651.690,8.7364911,
650.725,9.4202617,
649.761,10.850446,
648.797,11.79694,
647.833,11.171602,
646.868,10.487331,
645.904,10.461014,
644.940,10.844984,
643.976,11.174934,
643.012,11.026286,
642.047,10.25651,
641.083,10.64993,
640.119,11.67015,
639.155,12.158608,
638.190,11.662497,
637.226,10.560348,
636.262,10.10117,
635.298,11.116771,
634.333,12.298837,
633.369,12.987688,
632.405,13.127996,
631.441,12.999924,
630.477,12.853016,
629.512,12.86999,
628.548,13.321952,
627.584,14.137452,
626.620,15.337279,
625.655,16.821331,
624.691,18.117682,
623.727,16.062186,
622.763,12.661713,
621.798,10.883134,
620.834,11.48377,
619.870,13.431092,
618.906,14.330324,
617.941,13.177893,
616.977,11.895666,
616.013,11.05703,
615.049,10.970348,
614.085,11.748483,
613.120,13.337955,
612.156,14.792748,
611.192,16.632606,
610.228,18.578447,
609.263,19.139711,
608.299,17.473518,
607.335,14.854016,
606.371,14.951574,
605.406,15.824716,
604.442,16.040904,
603.478,15.349962,
602.514,14.313844,
601.550,14.015977,
600.585,14.98843,
599.621,16.186878,
598.657,17.172242,
597.693,17.806182,
596.728,18.016664,
595.764,17.631092,
594.800,16.88009,
593.836,17.244767,
592.871,18.295686,
591.907,18.522914,
590.943,16.768672,
589.979,13.71491,
589.014,15.25225,
588.050,19.005068,
587.086,21.430926,
586.122,21.474372,
585.158,20.089525,
584.193,19.58333,
583.229,20.585832,
582.265,21.665252,
581.301,22.464317,
580.336,22.85984,
579.372,22.853002,
578.408,22.450888,
577.444,21.821552,
576.479,21.146885,
575.515,20.40033,
574.551,19.761992,
573.587,19.561338,
572.623,20.20499,
571.658,21.18543,
570.694,22.2209,
569.730,22.705801,
568.766,22.191722,
567.801,20.726939,
566.837,19.860202,
565.873,20.875374,
564.909,22.373642,
563.944,23.24758,
562.980,23.173028,
562.016,22.733088,
561.052,23.508761,
560.087,24.783463,
559.123,24.96191,
558.159,24.57901,
557.195,24.765812,
556.231,26.532579,
555.266,28.205917,
554.302,26.274314,
553.338,22.643176,
552.374,20.080265,
551.409,20.409711,
550.445,23.262144,
549.481,26.461446,
548.517,28.881689,
547.552,29.912021,
546.588,29.037384,
545.624,26.421868,
544.660,23.567896,
543.696,23.373601,
542.731,23.96566,
541.767,24.157982,
540.803,23.958976,
539.839,23.897656,
538.874,23.506023,
537.910,21.865376,
536.946,21.606292,
535.982,22.749359,
535.017,24.586194,
534.053,26.179416,
533.089,27.569058,
532.125,28.068462,
531.160,27.176313,
530.196,25.099046,
529.232,22.487052,
528.268,20.344934,
527.304,20.203132,
526.339,22.449559,
525.375,25.322548,
524.411,26.997868,
523.447,26.590966,
522.482,25.317197,
521.518,24.855136,
520.554,24.691084,
519.590,25.131621,
518.625,26.053134,
517.661,27.014584,
516.697,27.405996,
515.733,27.34307,
514.769,27.47561,
513.804,28.07266,
512.840,28.945926,
511.876,29.5058,
510.912,29.004423,
509.947,28.350865,
508.983,27.81512,
508.019,27.083756,
507.055,26.1447,
506.090,25.742701,
505.126,26.605688,
504.162,26.635932,
503.198,26.084081,
502.233,26.217973,
501.269,26.300016,
500.305,26.382032,
499.341,26.464048,
498.377,26.546065,
497.412,26.627996,
496.448,26.710013,
495.484,26.79203,
494.520,26.874045,
493.555,26.955977,
492.591,27.037994,
491.627,27.12001,
490.663,27.202027,
489.698,27.283958,
488.734,27.365974,
487.770,27.447991,
486.806,27.530007,
485.842,27.612024,
484.877,27.693955,
483.913,27.775972,
482.949,27.857989,
481.985,27.940004,
481.020,28.021936,
480.056,28.103952,
479.092,28.185969,
478.128,28.267986,
477.163,28.349917,
476.199,28.431933,
475.235,28.513949,
474.271,28.595966,
473.306,28.677898,
472.342,28.759914,
471.378,28.841931,
470.414,28.923947,
469.450,29.005963,
468.485,29.087895,
467.521,29.169911,
466.557,29.251928,
465.593,29.333945,
464.628,29.415876,
463.664,29.497892,
462.700,29.579908,
461.736,29.661925,
460.771,29.743857,
459.807,29.825873,
458.843,29.90789,
457.879,29.989905,
456.915,30.071922,
455.950,30.153854,
454.986,30.23587,
454.022,30.317887,
453.058,30.399903,
452.093,30.481834,
451.129,30.563851,
450.165,30.645867,
449.201,30.727884,
448.236,30.809815,
447.272,30.891832,
446.308,30.973848,
445.344,31.055864,
444.379,31.137796,
443.415,31.219813,
442.451,31.301829,
441.487,31.383846,
440.523,31.465862,
439.558,31.547793,
438.594,31.62981,
437.630,31.711826,
436.666,31.793843,
435.701,31.875774,
434.737,31.957791,
433.773,32.039807,
432.809,32.121823,
431.844,32.203755,
430.880,31.849148,
429.916,31.26796,
428.952,30.677818,
427.988,30.347138,
427.023,30.480926,
426.059,31.161952,
425.095,32.126704,
424.131,33.825355,
423.166,36.444877,
422.202,39.024466,
421.238,40.33966,
420.274,39.111793,
419.309,37.527172,
418.345,38.353714,
417.381,40.619318,
416.417,42.902604,
415.452,43.871663,
414.488,44.108886,
413.524,43.941998,
412.560,42.955646,
411.596,42.227524,
410.631,42.767665,
409.667,44.60375,
408.703,45.810198,
407.739,46.37622,
406.774,46.641012,
405.810,46.811954,
404.846,46.916018,
403.882,47.00602,
402.917,47.034125,
401.953,47.268904,
400.989,48.436188,
400.025,50.990592,
399.060,53.844773,
398.096,52.400794,
397.132,49.091212,
396.168,47.254465,
395.204,48.363239,
394.239,50.838311,
393.275,51.069954,
392.311,50.059612,
391.347,48.687132,
390.382,47.555107,
389.418,46.981194,
388.454,46.879988,
387.490,46.796128,
386.525,47.000349,
385.561,47.802618,
384.597,49.26501,
383.633,50.729446,
382.669,51.636066,
381.704,52.728328,
380.740,53.432908,
379.776,53.270584,
378.812,52.097522,
377.847,51.528024,
376.883,51.240078,
375.919,51.031974,
374.955,50.915,
373.990,50.913625,
373.026,50.279258,
372.062,49.062018,
371.098,49.293505,
370.133,51.967212,
369.169,56.905318,
368.205,61.588724,
367.241,62.064502,
366.277,60.893326,
365.312,60.152641,
364.348,60.71089,
363.384,61.810676,
362.420,60.682747,
361.455,59.061295,
360.491,60.066664,
359.527,64.227822,
358.563,69.698283,
357.598,70.144335,
356.634,67.549224,
355.670,66.486024,
354.706,68.41623,
353.742,72.907496,
352.777,76.470829,
351.813,76.824956,
350.849,76.488108,
349.885,76.790226,
348.920,78.243715,
347.956,80.139502,
346.992,81.507226,
346.028,82.528308,
345.063,82.963768,
344.099,82.898026,
343.135,82.816194,
342.171,85.137961,
341.206,88.587145,
340.242,92.212051,
339.278,95.617818,
338.314,98.65576,
337.350,100.42066,
336.385,101.14999,
335.421,101.48994,
334.457,101.71006,
333.493,101.93004,
332.528,101.99017,
331.564,102.2899,
330.600,103.09018,
329.636,104.22078,
328.671,105.43993,
327.707,106.34958,
326.743,106.71,
325.779,106.65006,
324.815,106.77076,
323.850,107.54952,
322.886,109.2498,
321.922,110.14986,
320.958,109.73858,
319.993,108.06887,
319.029,105.44068,
318.065,102.44982,
317.101,101.70156,
316.136,103.89046,
315.172,106.26906,
314.208,106.33964,
313.244,102.2261,
312.279,95.438739,
311.315,90.31073,
310.351,86.602178,
309.387,84.250464,
308.423,83.019202,
307.458,82.151582,
306.494,80.187366,
305.530,77.493264,
304.566,75.024941,
303.601,73.67168,
302.637,73.882932,
301.673,73.472772,
300.709,72.056003,
299.744,70.511251,
298.780,69.661392,
297.816,69.974012,
296.852,70.469078,
295.888,70.620806,
294.923,70.425118,
293.959,69.712082,
292.995,68.095248,
292.031,66.060935,
291.066,64.814948,
290.102,64.050192,
289.138,63.669026,
288.174,63.778748,
287.209,64.822495,
286.245,64.742032,
285.281,63.349784,
284.317,61.070643,
283.352,58.727087,
282.388,56.661088,
281.424,54.769082,
280.460,53.59692,
279.496,53.41575,
278.531,54.225462,
277.567,54.94487,
276.603,54.931946,
275.639,54.753726,
274.674,54.405595,
273.710,53.548272,
272.746,50.885542,
271.782,48.124491,
270.817,47.341923,
269.853,48.319554,
268.889,50.008014,
267.925,50.51411,
266.961,50.726442,
265.996,50.166332,
265.032,48.663164,
264.068,46.630938,
263.104,46.466281,
262.139,49.12019,
261.175,50.847574,
260.211,49.809006,
259.247,45.621833,
258.282,41.236858,
257.318,41.15903,
256.354,42.929168,
255.390,44.614112,
254.425,44.805126,
253.461,43.34876,
252.497,41.054086,
251.533,38.631144,
250.569,36.717134,
249.604,35.787613,
248.640,36.102944,
247.676,37.563348,
246.712,38.690026,
245.747,38.722084,
244.783,37.308442,
243.819,34.698744,
242.855,33.209328,
241.890,33.709485,
240.926,34.970432,
239.962,35.324902,
238.998,32.414267,
238.034,29.071382,
237.069,29.451776,
236.105,32.25771,
235.141,34.779956,
234.177,32.035277,
233.212,26.576135,
232.248,25.321302,
231.284,27.306774,
230.320,30.49208,
229.355,31.976428,
228.391,32.089958,
227.427,30.973758,
226.463,28.668297,
225.498,25.782606,
224.534,24.219806,
223.570,26.166938,
222.606,29.122106,
221.642,31.568024,
220.677,32.661285,
219.713,32.871964,
218.749,34.020534,
217.785,35.720287,
216.820,36.078424,
215.856,33.842688,
214.892,29.441696,
213.928,27.72134,
212.963,26.723331,
211.999,26.491104,
211.035,27.371108,
210.071,30.11754,
209.107,31.146648,
208.142,29.805781,
207.178,27.446232,
206.214,25.771319,
205.250,26.598317,
204.285,28.11096,
203.321,28.857824,
202.357,29.165158,
201.393,29.8008,
200.428,32.257496,
199.464,34.80405,
198.500,34.572684,
197.536,31.719531,
196.571,27.571944,
195.607,25.494061,
194.643,24.482028,
193.679,24.293276,
192.715,24.896176,
191.750,26.14519,
190.786,27.012858,
189.822,26.484544,
188.858,25.060674,
187.893,23.411921,
186.929,22.28234,
185.965,21.867856,
185.001,21.072374,
184.036,20.133951,
183.072,19.295368,
182.108,18.779946,
181.144,17.550876,
180.180,15.425641,
179.215,13.097344,
178.251,11.386158,
177.287,11.30433,
176.323,12.147284,
175.358,12.472103,
174.394,12.793926,
173.430,13.117928,
172.466,12.833654,
171.501,11.009699,
170.537,9.2442497,
169.573,7.9325162,
168.609,7.2112015,
167.644,6.8810022,
166.680,7.6899907,
165.716,8.4161844,
164.752,7.4068181,
163.788,3.9873255,
162.823,0.0025638525,
161.859,0.62537063,
160.895,3.250984,
159.931,5.9690025,
158.966,7.3303714,
158.002,7.7989612,
157.038,8.122861,
156.074,7.9148889,
155.109,7.1541747,
154.145,5.9868068,
153.181,4.996363,
152.217,4.2558366,
151.253,3.7629664,
150.288,3.7300188,
149.324,4.4822342,
148.360,6.4319857,
147.396,8.1603853,
146.431,8.8243347,
145.467,8.4878758,
144.503,7.9979979,
143.539,9.9204579,
142.574,12.68811,
141.610,14.778242,
140.646,15.301864,
139.682,14.190527,
138.717,13.410307,
137.753,13.26807,
136.789,13.775992,
135.825,14.937956,
134.861,16.979495,
133.896,19.599329,
132.932,22.038626,
131.968,23.87231,
131.004,24.810979,
130.039,24.78524,
129.075,25.139896,
128.111,26.53041,
127.147,28.651425,
126.182,30.755076,
125.218,32.540234,
124.254,35.438186,
123.290,38.806864,
122.326,42.262368,
121.361,45.551137,
120.397,48.178784,
119.433,49.731978,
118.469,49.67541,
117.504,47.881616,
116.540,44.940646,
115.576,45.817222,
114.612,50.438028,
113.647,57.151432,
112.683,64.059532,
111.719,69.558652,
110.755,74.695609,
109.790,78.964789,
108.826,82.397302,
107.862,85.468968,
106.898,91.486486,
105.934,98.850997,
104.969,106.15538,
104.005,113.09898,
103.041,120.13168,
102.077,125.11354,
101.112,129.42114,
100.148,133.70878,
99.184,138.27088,
98.220,142.66266,
97.255,146.55008,
96.291,149.69866,
95.327,151.91008,
94.363,153.16046,
93.399,154.02232,
92.434,156.27874,
91.470,160.1297,
90.506,164.97194,
89.542,169.73288,
88.577,172.97086,
87.613,175.86938,
86.649,178.29056,
85.685,180.39168,
84.720,182.60934,
83.756,183.03984,
82.792,182.13012,
81.828,183.00307,
80.863,187.98226,
79.899,196.49584,
78.935,203.96996,
77.971,209.98214,
77.007,214.46301,
76.042,217.58804,
75.078,219.58972,
74.114,221.4406,
73.150,223.18132,
72.185,224.7803,
71.221,226.16962,
70.257,229.26084,
69.293,233.42313,
68.328,237.97061,
67.364,242.5181,
66.400,247.90028,
65.436,252.27156,
64.472,255.12126,
63.507,256.33932,
62.543,256.05002,
61.579,254.69052,
60.615,255.93308,
59.650,259.36267,
58.686,264.94884,
57.722,273.02336,
56.758,285.21898,
55.793,297.04077,
54.829,306.18684,
53.865,311.21022,
52.901,312.74916,
51.936,311.40919,
50.972,308.77128,
50.008,307.3,
