,Nylon 66 Spectrum,
2307.817,13.659953,
2306.853,11.292219,
2305.889,9.3139379,
2304.924,10.588147,
2303.960,12.401224,
2302.996,12.291888,
2302.032,11.080258,
2301.067,9.31394,
2300.103,7.3495752,
2299.139,8.6641654,
2298.175,12.65234,
2297.210,12.548522,
2296.246,9.4649674,
2295.282,8.4043136,
2294.318,8.5590893,
2293.353,7.2375468,
2292.389,4.2678598,
2291.425,3.7032021,
2290.461,7.9578312,
2289.497,11.902011,
2288.532,9.4878418,
2287.568,5.4028714,
2286.604,6.88587,
2285.640,9.9166712,
2284.675,7.5463982,
2283.711,3.180378,
2282.747,4.9535548,
2281.783,9.8824447,
2280.818,11.950885,
2279.854,11.161025,
2278.890,10.279319,
2277.926,10.157574,
2276.962,9.5722062,
2275.997,7.8551975,
2275.033,6.3008841,
2274.069,6.7705454,
2273.105,7.9257536,
2272.140,7.7779344,
2271.176,7.4485723,
2270.212,9.26213,
2269.248,11.709037,
2268.283,11.20531,
2267.319,8.3422563,
2266.355,5.111234,
2265.391,2.450524,
2264.426,2.7067579,
2263.462,7.4318878,
2262.498,12.347887,
2261.534,13.748212,
2260.570,13.010891,
2259.605,9.1400251,
2258.641,5.3132021,
2257.677,7.7346211,
2256.713,11.746128,
2255.748,12.303045,
2254.784,10.315333,
2253.820,6.8395356,
2252.856,3.1285815,
2251.891,2.9065925,
2250.927,7.1023769,
2249.963,10.381609,
2248.999,10.034131,
2248.035,9.7263998,
2247.070,11.328776,
2246.106,13.840429,
2245.142,17.029524,
2244.178,19.017594,
2243.213,17.385057,
2242.249,14.847053,
2241.285,14.922232,
2240.321,16.279149,
2239.356,15.295051,
2238.392,12.172524,
2237.428,10.739158,
2236.464,12.041046,
2235.499,12.911098,
2234.535,12.018357,
2233.571,10.914727,
2232.607,10.088881,
2231.643,9.1779266,
2230.678,8.1170702,
2229.714,7.4633917,
2228.750,8.1695276,
2227.786,9.9193158,
2226.821,11.546057,
2225.857,12.281392,
2224.893,11.397587,
2223.929,9.3022577,
2222.964,9.2988721,
2222.000,12.580545,
2221.036,15.858263,
2220.072,17.889594,
2219.108,18.164187,
2218.143,15.764415,
2217.179,13.073822,
2216.215,12.131618,
2215.251,13.531553,
2214.286,18.30805,
2213.322,24.308278,
2212.358,25.447178,
2211.394,21.439153,
2210.429,19.384547,
2209.465,20.781942,
2208.501,20.288421,
2207.537,16.732007,
2206.572,15.802157,
2205.608,19.667179,
2204.644,23.488403,
2203.680,24.053572,
2202.716,23.343057,
2201.751,24.079077,
2200.787,25.182869,
2199.823,23.39462,
2198.859,19.023558,
2197.894,16.091657,
2196.930,15.704092,
2195.966,17.31677,
2195.002,20.977984,
2194.037,23.950477,
2193.073,24.922238,
2192.109,24.883551,
2191.145,24.314296,
2190.180,24.059055,
2189.216,24.901763,
2188.252,26.361218,
2187.288,27.366426,
2186.324,27.869536,
2185.359,28.65033,
2184.395,29.54919,
2183.431,28.227543,
2182.467,24.051061,
2181.502,22.247871,
2180.538,24.977102,
2179.574,26.356189,
2178.610,22.956415,
2177.645,18.929739,
2176.681,18.539049,
2175.717,19.494989,
2174.753,16.938381,
2173.789,11.941587,
2172.824,10.646405,
2171.860,13.89092,
2170.896,16.10438,
2169.932,15.498943,
2168.967,16.929933,
2168.003,22.486167,
2167.039,25.13781,
2166.075,20.663672,
2165.110,15.107064,
2164.146,13.42321,
2163.182,14.501123,
2162.218,16.615511,
2161.253,19.190104,
2160.289,20.752197,
2159.325,20.796125,
2158.361,20.482584,
2157.397,19.791259,
2156.432,16.752082,
2155.468,10.348696,
2154.504,5.3277815,
2153.540,5.4339172,
2152.575,8.567397,
2151.611,13.428464,
2150.647,17.905645,
2149.683,18.387856,
2148.718,15.820749,
2147.754,15.595781,
2146.790,18.927455,
2145.826,21.168539,
2144.862,20.074857,
2143.897,18.229858,
2142.933,17.145795,
2141.969,17.069253,
2141.005,18.942271,
2140.040,20.728033,
2139.076,19.745288,
2138.112,17.505779,
2137.148,17.098203,
2136.183,18.183645,
2135.219,17.475092,
2134.255,14.186755,
2133.291,11.783427,
2132.326,12.488936,
2131.362,14.236243,
2130.398,15.866851,
2129.434,16.435544,
2128.470,12.674257,
2127.505,9.0130679,
2126.541,13.727123,
2125.577,22.06691,
2124.613,21.566609,
2123.648,12.223779,
2122.684,5.8341233,
2121.720,7.4766938,
2120.756,11.575026,
2119.791,16.248895,
2118.827,20.190245,
2117.863,17.488138,
2116.899,11.999068,
2115.935,10.383777,
2114.970,10.1408,
2114.006,12.062667,
2113.042,15.624134,
2112.078,14.952691,
2111.113,9.5219219,
2110.149,6.5874904,
2109.185,9.6747385,
2108.221,13.306274,
2107.256,13.855875,
2106.292,14.414169,
2105.328,16.958692,
2104.364,20.055706,
2103.399,19.831528,
2102.435,17.235086,
2101.471,14.864179,
2100.507,12.671056,
2099.543,9.5677282,
2098.578,5.577299,
2097.614,4.6657272,
2096.650,8.9525444,
2095.686,13.19527,
2094.721,11.316754,
2093.757,7.1506418,
2092.793,6.5324783,
2091.829,7.491284,
2090.864,6.5514207,
2089.900,4.6933932,
2088.936,5.0759907,
2087.972,7.0374455,
2087.008,8.1630119,
2086.043,8.2512247,
2085.079,8.3435878,
2084.115,8.6384412,
2083.151,8.2977478,
2082.186,6.941771,
2081.222,5.8334019,
2080.258,7.5626303,
2079.294,11.537318,
2078.329,13.28139,
2077.365,12.416722,
2076.401,13.118069,
2075.437,15.622151,
2074.472,16.720423,
2073.508,15.535588,
2072.544,12.954368,
2071.580,9.4130394,
2070.616,5.8463692,
2069.651,3.7835078,
2068.687,3.3970136,
2067.723,4.4842009,
2066.759,6.9020037,
2065.794,8.667902,
2064.830,8.713146,
2063.866,7.7192299,
2062.902,6.0079798,
2061.937,4.6502452,
2060.973,4.5971007,
2060.009,5.3845811,
2059.045,6.548038,
2058.081,8.006026,
2057.116,9.8945318,
2056.152,11.671954,
2055.188,11.313291,
2054.224,8.0877346,
2053.259,6.0327832,
2052.295,8.2632324,
2051.331,11.534502,
2050.367,13.446982,
2049.402,14.170693,
2048.438,12.225947,
2047.474,9.4874018,
2046.510,8.7991497,
2045.545,9.6445402,
2044.581,9.890126,
2043.617,8.8619814,
2042.653,7.9073231,
2041.689,8.3476842,
2040.724,9.7467857,
2039.760,11.261659,
2038.796,12.586004,
2037.832,11.254783,
2036.867,8.2971954,
2035.903,7.8803789,
2034.939,8.5778202,
2033.975,6.6826834,
2033.010,2.3748026,
2032.046,0.25998275,
2031.082,2.4059177,
2030.118,5.4890593,
2029.154,6.3454435,
2028.189,6.5847374,
2027.225,8.5367758,
2026.261,11.206783,
2025.297,11.278059,
2024.332,9.4262401,
2023.368,8.8074776,
2022.404,9.172504,
2021.440,10.394367,
2020.475,12.491864,
2019.511,13.59483,
2018.547,12.389886,
2017.583,10.231914,
2016.618,8.9140793,
2015.654,8.7223675,
2014.690,10.047892,
2013.726,12.525419,
2012.762,13.719449,
2011.797,12.967386,
2010.833,12.083486,
2009.869,11.78279,
2008.905,11.823061,
2007.940,12.129689,
2006.976,12.234315,
2006.012,11.782057,
2005.048,11.434583,
2004.083,12.722022,
2003.119,15.569617,
2002.155,16.902221,
2001.191,14.608898,
2000.227,11.861034,
1999.262,11.858336,
1998.298,12.140941,
1997.334,9.8007426,
1996.370,6.9662574,
1995.405,7.401694,
1994.441,9.4144257,
1993.477,9.0438076,
1992.513,5.9838831,
1991.548,3.2049156,
1990.584,2.4633011,
1989.620,3.4077223,
1988.656,6.1570264,
1987.691,9.3227364,
1986.727,9.6024113,
1985.763,8.3622132,
1984.799,9.3451108,
1983.835,12.040167,
1982.870,13.96076,
1981.906,15.072222,
1980.942,15.041545,
1979.978,13.750566,
1979.013,11.592155,
1978.049,8.9340856,
1977.085,7.019864,
1976.121,7.6575467,
1975.156,9.8714991,
1974.192,10.432717,
1973.228,9.25873,
1972.264,9.7130631,
1971.300,12.785658,
1970.335,14.201954,
1969.371,11.418836,
1968.407,8.8949954,
1967.443,10.540686,
1966.478,13.172119,
1965.514,11.655651,
1964.550,7.178832,
1963.586,6.0950302,
1962.621,10.119578,
1961.657,13.128843,
1960.693,11.127561,
1959.729,8.4125583,
1958.764,8.3995087,
1957.800,9.0352384,
1956.836,8.6230676,
1955.872,7.870223,
1954.908,8.1586871,
1953.943,8.9982741,
1952.979,8.3736033,
1952.015,6.3409248,
1951.051,6.2152776,
1950.086,9.8874818,
1949.122,13.854901,
1948.158,13.772027,
1947.194,11.637591,
1946.229,11.421563,
1945.265,12.380486,
1944.301,11.801713,
1943.337,10.007121,
1942.373,8.5743444,
1941.408,7.5795565,
1940.444,8.5644561,
1939.480,12.441543,
1938.516,16.620925,
1937.551,18.360464,
1936.587,18.119581,
1935.623,17.510878,
1934.659,16.334547,
1933.694,12.760364,
1932.730,6.276807,
1931.766,1.9585815,
1930.802,5.608569,
1929.837,11.079553,
1928.873,10.142479,
1927.909,7.5404162,
1926.945,8.4384993,
1925.981,11.364854,
1925.016,11.717576,
1924.052,8.8849949,
1923.088,7.3596894,
1922.124,9.9139737,
1921.159,11.966842,
1920.195,8.8042318,
1919.231,4.2912799,
1918.267,4.7589431,
1917.302,8.270747,
1916.338,10.933772,
1915.374,12.935517,
1914.410,14.23692,
1913.446,14.960736,
1912.481,14.057501,
1911.517,11.013445,
1910.553,8.4351612,
1909.589,9.3982834,
1908.624,12.534794,
1907.660,13.497331,
1906.696,11.761429,
1905.732,11.451846,
1904.767,13.984012,
1903.803,14.418277,
1902.839,9.3509788,
1901.875,4.5439348,
1900.910,6.1048111,
1899.946,9.9571912,
1898.982,10.865431,
1898.018,8.8672735,
1897.054,5.3514407,
1896.089,1.0654909,
1895.125,0,
1894.161,6.743939,
1893.197,14.929089,
1892.232,14.472198,
1891.268,10.940796,
1890.304,11.301386,
1889.340,13.452161,
1888.375,13.248884,
1887.411,11.408253,
1886.447,11.038276,
1885.483,12.560047,
1884.519,13.818244,
1883.554,13.597193,
1882.590,12.373066,
1881.626,10.50724,
1880.662,8.5609938,
1879.697,8.5371596,
1878.733,10.762447,
1877.769,11.858681,
1876.805,10.136702,
1875.840,8.5562764,
1874.876,9.020577,
1873.912,10.351577,
1872.948,12.514022,
1871.983,14.621878,
1871.019,13.634079,
1870.055,9.8698147,
1869.091,7.780258,
1868.127,9.7364531,
1867.162,13.070969,
1866.198,15.937662,
1865.234,17.790976,
1864.270,14.301371,
1863.305,7.9994114,
1862.341,7.6410557,
1861.377,11.26273,
1860.413,10.68577,
1859.448,6.0419169,
1858.484,4.2728192,
1857.520,8.2374614,
1856.556,12.951469,
1855.591,13.062108,
1854.627,9.3706954,
1853.663,5.5544298,
1852.699,2.9644336,
1851.735,2.50349,
1850.770,5.666228,
1849.806,10.323009,
1848.842,13.6919,
1847.878,15.775243,
1846.913,13.615032,
1845.949,9.0003779,
1844.985,7.7208308,
1844.021,9.3772214,
1843.056,10.902997,
1842.092,11.542786,
1841.128,11.959821,
1840.164,12.051074,
1839.200,11.09101,
1838.235,7.5098026,
1837.271,2.9511055,
1836.307,3.5430426,
1835.343,8.5351265,
1834.378,12.640248,
1833.414,15.512898,
1832.450,16.302052,
1831.486,13.910688,
1830.521,10.002528,
1829.557,6.3337723,
1828.593,4.1091079,
1827.629,5.580196,
1826.664,10.84142,
1825.700,15.204647,
1824.736,15.016555,
1823.772,12.717476,
1822.808,9.6470116,
1821.843,6.2497886,
1820.879,6.9375269,
1819.915,9.7192104,
1818.951,8.8156888,
1817.986,6.0356534,
1817.022,5.172708,
1816.058,6.7281709,
1815.094,9.3153719,
1814.129,12.081528,
1813.165,13.737772,
1812.201,12.470188,
1811.237,9.363346,
1810.273,7.7534767,
1809.308,8.4299844,
1808.344,11.387449,
1807.380,17.136564,
1806.416,20.766246,
1805.451,16.582353,
1804.487,10.384593,
1803.523,9.3195481,
1802.559,11.274083,
1801.594,11.90689,
1800.630,10.550975,
1799.666,8.8845143,
1798.702,7.5869498,
1797.737,7.3729302,
1796.773,10.159301,
1795.809,14.062225,
1794.845,13.90133,
1793.881,11.149518,
1792.916,10.176465,
1791.952,10.3539,
1790.988,10.670496,
1790.024,11.445197,
1789.059,12.437671,
1788.095,13.059296,
1787.131,12.82848,
1786.167,11.23653,
1785.202,9.1485359,
1784.238,9.6860787,
1783.274,14.419715,
1782.310,18.672688,
1781.346,17.313697,
1780.381,14.069649,
1779.417,13.084193,
1778.453,12.42198,
1777.489,12.050978,
1776.524,12.063179,
1775.560,11.022939,
1774.596,8.972347,
1773.632,8.0365989,
1772.667,9.2630577,
1771.703,11.294985,
1770.739,12.769149,
1769.775,14.110159,
1768.810,15.819723,
1767.846,17.252139,
1766.882,16.728256,
1765.918,13.548123,
1764.954,10.540988,
1763.989,11.04318,
1763.025,12.509873,
1762.061,10.549613,
1761.097,6.4301246,
1760.132,5.6451089,
1759.168,9.0199075,
1758.204,11.259843,
1757.240,9.8562724,
1756.275,8.8756513,
1755.311,11.116173,
1754.347,14.336675,
1753.383,15.066551,
1752.419,13.978996,
1751.454,14.665514,
1750.490,17.643194,
1749.526,20.336449,
1748.562,21.446453,
1747.597,20.503429,
1746.633,16.823101,
1745.669,12.36079,
1744.705,11.026312,
1743.740,13.550378,
1742.776,16.22337,
1741.812,16.361597,
1740.848,15.258368,
1739.883,13.788928,
1738.919,12.46319,
1737.955,12.63501,
1736.991,13.495649,
1736.027,12.799012,
1735.062,10.818684,
1734.098,11.17273,
1733.134,14.953877,
1732.170,17.843617,
1731.205,16.110945,
1730.241,12.304396,
1729.277,11.905366,
1728.313,14.805849,
1727.348,13.979085,
1726.384,5.9863543,
1725.420,0.22047956,
1724.456,8.4994608,
1723.492,22.085289,
1722.527,24.869848,
1721.563,22.942199,
1720.599,19.623975,
1719.635,15.033045,
1718.670,12.834743,
1717.706,13.564341,
1716.742,14.639963,
1715.778,14.300886,
1714.813,13.782172,
1713.849,15.192677,
1712.885,18.282313,
1711.921,20.592897,
1710.956,20.916176,
1709.992,19.912013,
1709.028,17.573037,
1708.064,15.010036,
1707.100,15.255759,
1706.135,16.954906,
1705.171,19.521037,
1704.207,23.379599,
1703.243,24.740799,
1702.278,21.800972,
1701.314,18.588734,
1700.350,18.729849,
1699.386,20.241629,
1698.421,20.462881,
1697.457,19.999516,
1696.493,20.971194,
1695.529,23.62631,
1694.565,25.982135,
1693.600,26.929696,
1692.636,27.507993,
1691.672,28.303049,
1690.708,29.503087,
1689.743,31.708906,
1688.779,34.757027,
1687.815,38.270717,
1686.851,42.222007,
1685.886,44.27681,
1684.922,41.025561,
1683.958,35.877874,
1682.994,35.896226,
1682.029,40.025497,
1681.065,44.340242,
1680.101,48.098786,
1679.137,52.002982,
1678.173,56.217969,
1677.208,59.975437,
1676.244,62.092768,
1675.280,63.515667,
1674.316,66.94086,
1673.351,73.046525,
1672.387,79.614246,
1671.423,85.288901,
1670.459,89.975175,
1669.494,91.14236,
1668.530,91.333326,
1667.566,99.740456,
1666.602,114.34738,
1665.638,124.18347,
1664.673,128.66305,
1663.709,134.14478,
1662.745,143.47423,
1661.781,154.33639,
1660.816,163.73893,
1659.852,171.44878,
1658.888,179.05249,
1657.924,187.02529,
1656.959,193.60488,
1655.995,196.75073,
1655.031,199.13271,
1654.067,207.10019,
1653.102,218.11956,
1652.138,225.62939,
1651.174,230.3682,
1650.210,237.6578,
1649.246,248.17644,
1648.281,260.56703,
1647.317,274.63241,
1646.353,290.51706,
1645.389,307.73763,
1644.424,326.74664,
1643.460,350.54352,
1642.496,381.60857,
1641.532,416.82321,
1640.567,452.97571,
1639.603,492.95341,
1638.639,540.80807,
1637.675,593.89008,
1636.711,657.7346,
1635.746,731.56014,
1634.782,808.8385,
1633.818,887.65879,
1632.854,953.52553,
1631.889,990.11768,
1630.925,991.27818,
1629.961,950.43197,
1628.997,864.75751,
1628.032,756.91819,
1627.068,651.9974,
1626.104,544.51056,
1625.140,468.68357,
1624.175,409.4688,
1623.211,355.82757,
1622.247,310.62528,
1621.283,273.91085,
1620.319,246.26828,
1619.354,224.44714,
1618.390,206.21188,
1617.426,190.26956,
1616.462,174.86989,
1615.497,159.81004,
1614.533,146.82806,
1613.569,136.79227,
1612.605,128.42284,
1611.640,119.07885,
1610.676,110.14599,
1609.712,105.20269,
1608.748,102.32633,
1607.784,96.908214,
1606.819,90.16129,
1605.855,86.08107,
1604.891,85.786882,
1603.927,86.427761,
1602.962,85.16004,
1601.998,81.507646,
1601.034,76.022151,
1600.070,69.239149,
1599.105,63.156387,
1598.141,59.969919,
1597.177,57.253758,
1596.213,50.476081,
1595.248,41.895173,
1594.284,39.09518,
1593.320,39.747671,
1592.356,39.838936,
1591.392,39.029517,
1590.427,38.26497,
1589.463,38.069171,
1588.499,37.217027,
1587.535,33.540958,
1586.570,27.507124,
1585.606,23.941502,
1584.642,26.902351,
1583.678,32.115311,
1582.713,34.496532,
1581.749,36.327755,
1580.785,35.863861,
1579.821,33.520962,
1578.857,31.118542,
1577.892,28.726471,
1576.928,27.404274,
1575.964,27.557518,
1575.000,27.917305,
1574.035,27.032314,
1573.071,25.566955,
1572.107,26.248685,
1571.143,30.522325,
1570.178,35.865737,
1569.214,39.360805,
1568.250,41.731022,
1567.286,40.720967,
1566.321,37.629709,
1565.357,36.19636,
1564.393,35.783229,
1563.429,36.550369,
1562.465,38.706769,
1561.500,41.355794,
1560.536,43.489538,
1559.572,45.02201,
1558.608,46.305752,
1557.643,47.33622,
1556.679,47.468644,
1555.715,45.836325,
1554.751,43.752246,
1553.786,44.802738,
1552.822,47.639897,
1551.858,49.027402,
1550.894,49.112165,
1549.929,48.981215,
1548.965,48.675895,
1548.001,47.794594,
1547.037,46.444352,
1546.073,45.375993,
1545.108,45.458224,
1544.144,46.624782,
1543.180,47.546512,
1542.216,47.209111,
1541.251,47.055845,
1540.287,48.54759,
1539.323,50.93109,
1538.359,54.34774,
1537.394,58.581826,
1536.430,56.709176,
1535.466,47.054148,
1534.502,38.047606,
1533.538,36.731105,
1532.573,39.115872,
1531.609,38.225053,
1530.645,33.229891,
1529.681,28.845076,
1528.716,27.531699,
1527.752,26.921352,
1526.788,26.547623,
1525.824,26.779851,
1524.859,27.299288,
1523.895,28.096652,
1522.931,28.644314,
1521.967,28.582352,
1521.002,28.138799,
1520.038,27.487433,
1519.074,26.830794,
1518.110,27.288612,
1517.146,28.790615,
1516.181,30.081437,
1515.217,30.9144,
1514.253,30.886813,
1513.289,28.941307,
1512.324,25.703419,
1511.360,22.182084,
1510.396,18.803667,
1509.432,18.004694,
1508.467,21.715404,
1507.503,25.809071,
1506.539,23.774709,
1505.575,18.910807,
1504.611,17.42142,
1503.646,18.674379,
1502.682,20.352848,
1501.718,22.517132,
1500.754,25.009734,
1499.789,27.056155,
1498.825,28.523975,
1497.861,29.634455,
1496.897,30.501264,
1495.932,31.251197,
1494.968,32.133731,
1494.004,33.292752,
1493.040,35.282817,
1492.075,37.951612,
1491.111,42.633201,
1490.147,48.595868,
1489.183,54.562277,
1488.219,60.380104,
1487.254,66.402247,
1486.290,73.115439,
1485.326,81.277662,
1484.362,91.811032,
1483.397,105.03551,
1482.433,120.62918,
1481.469,138.96718,
1480.505,159.42413,
1479.540,180.19701,
1478.576,202.88505,
1477.612,222.07454,
1476.648,238.23005,
1475.684,249.24669,
1474.719,254.71418,
1473.755,256.42649,
1472.791,255.95892,
1471.827,254.74247,
1470.862,255.35314,
1469.898,260.025,
1468.934,270.19432,
1467.970,291.74835,
1467.005,319.16642,
1466.041,341.22644,
1465.077,361.0703,
1464.113,374.64076,
1463.148,382.35077,
1462.184,383.57866,
1461.220,377.13274,
1460.256,367.0021,
1459.292,360.11951,
1458.327,356.98441,
1457.363,358.3932,
1456.399,365.78496,
1455.435,372.76161,
1454.470,373.25979,
1453.506,375.46261,
1452.542,392.44433,
1451.578,421.91177,
1450.613,455.21982,
1449.649,489.67178,
1448.685,530.25725,
1447.721,581.19562,
1446.757,641.53572,
1445.792,713.96792,
1444.828,797.64393,
1443.864,879.17608,
1442.900,956.16324,
1441.935,1026.5395,
1440.971,1085.7162,
1440.007,1132.6109,
1439.043,1163.9781,
1438.078,1176.4187,
1437.114,1168.6465,
1436.150,1139.8705,
1435.186,1095.6072,
1434.221,1047.6487,
1433.257,991.16663,
1432.293,929.00919,
1431.329,859.07104,
1430.365,789.4092,
1429.400,722.655,
1428.436,659.24864,
1427.472,599.56592,
1426.508,543.01863,
1425.543,487.29257,
1424.579,432.18668,
1423.615,381.97667,
1422.651,344.5517,
1421.686,317.03181,
1420.722,296.58343,
1419.758,283.10914,
1418.794,266.97719,
1417.830,248.83725,
1416.865,232.7451,
1415.901,220.10827,
1414.937,208.9651,
1413.973,196.70782,
1413.008,183.01877,
1412.044,168.46515,
1411.080,152.86925,
1410.116,136.53227,
1409.151,120.08372,
1408.187,104.55593,
1407.223,93.255178,
1406.259,85.482028,
1405.294,78.722306,
1404.330,72.216673,
1403.366,66.000499,
1402.402,58.233498,
1401.438,50.397497,
1400.473,46.388856,
1399.509,45.529536,
1398.545,45.168167,
1397.581,45.01523,
1396.616,47.194835,
1395.652,53.532718,
1394.688,62.743268,
1393.724,71.097906,
1392.759,76.572761,
1391.795,80.924234,
1390.831,85.122645,
1389.867,89.905748,
1388.903,105.06121,
1387.938,125.7009,
1386.974,142.93088,
1386.010,156.6002,
1385.046,168.03112,
1384.081,178.18818,
1383.117,188.0958,
1382.153,198.59852,
1381.189,209.73982,
1380.224,220.53664,
1379.260,230.63367,
1378.296,238.53748,
1377.332,239.62638,
1376.367,236.69844,
1375.403,236.90508,
1374.439,239.96268,
1373.475,241.6952,
1372.511,240.65614,
1371.546,238.71981,
1370.582,236.80365,
1369.618,234.4812,
1368.654,234.32057,
1367.689,238.00688,
1366.725,240.80059,
1365.761,239.15015,
1364.797,234.62632,
1363.832,229.40721,
1362.868,224.45882,
1361.904,221.58599,
1360.940,222.83801,
1359.976,225.31593,
1359.011,221.65758,
1358.047,213.99087,
1357.083,201.35458,
1356.119,184.76761,
1355.154,170.7154,
1354.190,161.22009,
1353.226,154.40754,
1352.262,148.30846,
1351.297,142.21514,
1350.333,135.29619,
1349.369,126.03241,
1348.405,116.37001,
1347.440,111.67548,
1346.476,109.33308,
1345.512,106.25851,
1344.548,103.17159,
1343.584,100.02296,
1342.619,96.595753,
1341.655,93.156643,
1340.691,90.154635,
1339.727,87.660974,
1338.762,85.667466,
1337.798,84.096565,
1336.834,82.213789,
1335.870,79.861241,
1334.905,79.238384,
1333.941,83.323489,
1332.977,90.966439,
1332.013,97.704649,
1331.049,101.15741,
1330.084,102.91921,
1329.120,103.07022,
1328.156,102.19802,
1327.192,106.18964,
1326.227,112.62327,
1325.263,118.74927,
1324.299,124.29159,
1323.335,130.25352,
1322.370,137.35452,
1321.406,145.43562,
1320.442,153.83722,
1319.478,162.22179,
1318.513,171.51964,
1317.549,185.49024,
1316.585,202.62349,
1315.621,216.60897,
1314.657,228.04764,
1313.692,241.12361,
1312.728,256.81121,
1311.764,277.33026,
1310.800,306.78751,
1309.835,343.32106,
1308.871,379.1679,
1307.907,411.64612,
1306.943,449.36298,
1305.978,497.54201,
1305.014,545.41189,
1304.050,576.03287,
1303.086,589.20963,
1302.122,592.09978,
1301.157,586.98992,
1300.193,573.7619,
1299.229,558.23872,
1298.265,537.59822,
1297.300,534.18698,
1296.336,541.81998,
1295.372,550.88249,
1294.408,558.74279,
1293.443,562.37347,
1292.479,558.65827,
1291.515,545.64204,
1290.551,521.04738,
1289.586,480.96353,
1288.622,434.65031,
1287.658,402.57423,
1286.694,376.45821,
1285.730,362.95099,
1284.765,362.2259,
1283.801,369.0042,
1282.837,380.29183,
1281.873,397.28598,
1280.908,420.9875,
1279.944,451.25371,
1278.980,484.04492,
1278.016,519.81513,
1277.051,553.52644,
1276.087,580.48671,
1275.123,597.08578,
1274.159,597.62491,
1273.195,580.99919,
1272.230,553.93908,
1271.266,522.94006,
1270.302,486.18519,
1269.338,449.96803,
1268.373,411.23257,
1267.409,384.73895,
1266.445,367.90354,
1265.481,354.17394,
1264.516,340.8211,
1263.552,328.58606,
1262.588,318.29072,
1261.624,309.58486,
1260.659,298.33316,
1259.695,279.73673,
1258.731,261.79683,
1257.767,252.48583,
1256.803,247.86911,
1255.838,239.52531,
1254.874,225.47588,
1253.910,211.39059,
1252.946,202.37753,
1251.981,195.55189,
1251.017,185.97684,
1250.053,174.68885,
1249.089,162.70377,
1248.124,150.42682,
1247.160,141.42136,
1246.196,138.9433,
1245.232,141.71321,
1244.268,144.55102,
1243.303,144.10384,
1242.339,143.20531,
1241.375,142.51422,
1240.411,142.33879,
1239.446,145.67121,
1238.482,151.77049,
1237.518,158.97171,
1236.554,166.80022,
1235.589,173.52329,
1234.625,174.81396,
1233.661,171.86809,
1232.697,175.0295,
1231.732,186.96854,
1230.768,200.00249,
1229.804,209.74491,
1228.840,214.66067,
1227.876,211.47673,
1226.911,198.94519,
1225.947,181.97629,
1224.983,166.74536,
1224.019,150.51438,
1223.054,125.63688,
1222.090,95.059257,
1221.126,76.632196,
1220.162,69.446682,
1219.197,67.226973,
1218.233,66.765732,
1217.269,68.068881,
1216.305,70.241567,
1215.340,72.080558,
1214.376,74.552804,
1213.412,78.307476,
1212.448,82.436216,
1211.484,85.422485,
1210.519,87.583742,
1209.555,89.272434,
1208.591,90.22637,
1207.627,91.029091,
1206.662,94.498896,
1205.698,99.197705,
1204.734,102.54475,
1203.770,105.27648,
