,PP spectrum,
1201.841,308.78751,
1200.877,283.59427,
1199.913,267.65207,
1198.949,263.63541,
1197.984,262.42709,
1197.020,256.29428,
1196.056,249.48228,
1195.092,242.71979,
1194.127,239.24896,
1193.163,240.91354,
1192.199,244.23647,
1191.235,240.0401,
1190.270,220.92656,
1189.306,196.32448,
1188.342,187.32916,
1187.378,195.75572,
1186.413,209.72604,
1185.449,220.95522,
1184.485,225.95,
1183.521,224.22604,
1182.557,217.8026,
1181.592,211.06094,
1180.628,208.02499,
1179.664,208.03906,
1178.700,214.74896,
1177.735,226.56302,
1176.771,239.90157,
1175.807,253.95833,
1174.843,270.05521,
1173.878,288.99637,
1172.914,311.92499,
1171.950,348.18228,
1170.986,401.74689,
1170.022,476.55417,
1169.057,574.50781,
1168.093,693.53748,
1167.129,829.31512,
1166.165,970.49219,
1165.200,1092.0536,
1164.236,1169.3911,
1163.272,1222.5818,
1162.308,1225.7723,
1161.343,1190.7891,
1160.379,1141.6937,
1159.415,1071.3578,
1158.451,1007.3005,
1157.486,970.7677,
1156.522,960.29633,
1155.558,978.5318,
1154.594,1026.0558,
1153.630,1102.5308,
1152.665,1203.3938,
1151.701,1326.6198,
1150.737,1469.0818,
1149.773,1619.7036,
1148.808,1741.8635,
1147.844,1797.3953,
1146.880,1800.0667,
1145.916,1705.326,
1144.951,1533.8917,
1143.987,1350.1776,
1143.023,1142.4828,
1142.059,949.36096,
1141.095,789.487,
1140.130,657.39636,
1139.166,552.04742,
1138.202,476.36197,
1137.238,420.04376,
1136.273,370.00311,
1135.309,326.42447,
1134.345,286.08282,
1133.381,253.1474,
1132.416,232.64844,
1131.452,224.11302,
1130.488,220.78854,
1129.524,208.68073,
1128.559,192.16145,
1127.595,180.97552,
1126.631,176.15416,
1125.667,171.16197,
1124.703,162.03645,
1123.738,150.03958,
1122.774,138.50626,
1121.810,128.45833,
1120.846,123.0875,
1119.881,126.68855,
1118.917,131.56822,
1117.953,129.26146,
1116.989,121.78333,
1116.024,117.69688,
1115.060,122.00573,
1114.096,128.17865,
1113.132,123.32083,
1112.168,116.28698,
1111.203,120.79792,
1110.239,131.76407,
1109.275,139.00156,
1108.311,137.43906,
1107.346,129.61041,
1106.382,122.33281,
1105.418,121.20729,
1104.454,129.46875,
1103.489,146.10782,
1102.525,168.49583,
1101.561,195.2776,
1100.597,223.0052,
1099.632,242.58333,
1098.668,246.9901,
1097.704,244.40886,
1096.740,240.20833,
1095.776,231.34323,
1094.811,215.8526,
1093.847,193.83073,
1092.883,173.06094,
1091.919,160.24323,
1090.954,155.1651,
1089.990,150.65105,
1089.026,140.51146,
1088.062,125.18073,
1087.097,106.96094,
1086.133,88.798958,
1085.169,76.055206,
1084.205,69.821358,
1083.241,67.636978,
1082.276,67.342186,
1081.312,68.631248,
1080.348,67.926041,
1079.384,65.616669,
1078.419,60.521873,
1077.455,54.210938,
1076.491,49.934895,
1075.527,50.405727,
1074.562,55.802605,
1073.598,63.401043,
1072.634,68.166145,
1071.670,67.853127,
1070.705,61.990105,
1069.741,52.079166,
1068.777,47.667709,
1067.813,55.685936,
1066.849,70.606773,
1065.884,74.865105,
1064.920,72.522392,
1063.956,69.195313,
1062.992,62.105728,
1062.027,55.38073,
1061.063,52.81979,
1060.099,54.753647,
1059.135,58.642708,
1058.170,62.671352,
1057.206,67.738541,
1056.242,74.272392,
1055.278,81.690102,
1054.314,88.456772,
1053.349,94.808334,
1052.385,104.06406,
1051.421,119.15417,
1050.457,136.28125,
1049.492,141.38229,
1048.528,139.95677,
1047.564,148.22708,
1046.600,167.40053,
1045.635,192.20157,
1044.671,218.53073,
1043.707,248.54897,
1042.743,291.4776,
1041.778,353.54999,
1040.814,411.98282,
1039.850,441.43387,
1038.886,453.84116,
1037.922,467.22916,
1036.957,488.09531,
1035.993,512.36719,
1035.029,540.02081,
1034.065,568.56305,
1033.100,591.38647,
1032.136,612.57501,
1031.172,611.83539,
1030.208,580.2818,
1029.243,525.18958,
1028.279,461.01144,
1027.315,395.08801,
1026.351,331.60364,
1025.387,281.85938,
1024.422,242.62604,
1023.458,215.99271,
1022.494,198.20677,
1021.530,179.95729,
1020.565,153.92552,
1019.601,127.63281,
1018.637,114.88021,
1017.673,109.78385,
1016.708,103.13073,
1015.744,95.082809,
1014.780,90.263023,
1013.816,92.967186,
1012.851,103.08334,
1011.887,113.45989,
1010.923,114.41354,
1009.959,113.04375,
1008.995,117.60886,
1008.030,125.69115,
1007.066,128.45885,
1006.102,122.02239,
1005.138,117.62605,
1004.173,140.77344,
1003.209,173.8401,
1002.245,190.73282,
1001.281,205.08022,
1000.316,235.44167,
999.352,288.6073,
998.388,359.69583,
997.424,443.90521,
996.460,540.11664,
995.495,626.01929,
994.531,688.4104,
993.567,722.35571,
992.603,709.52814,
991.638,646.50159,
990.674,557.78333,
989.710,479.9823,
988.746,398.43698,
987.781,337.41147,
986.817,283.04791,
985.853,235.51407,
984.889,198.98541,
983.924,174.2849,
982.960,157.44635,
981.996,145.4651,
981.032,136.10834,
980.068,129.38907,
979.103,129.22969,
978.139,140.71666,
977.175,168.20261,
976.211,213.69479,
975.246,275.7901,
974.282,351.5578,
973.318,462.53699,
972.354,600.09375,
971.389,737.88647,
970.425,872.92761,
969.461,985.99219,
968.497,1031.7985,
967.533,1024.7516,
966.568,950.65833,
965.604,816.17395,
964.640,668.36456,
963.676,537.52289,
962.711,429.00052,
961.747,336.51355,
960.783,266.37189,
959.819,214.67188,
958.854,181.4099,
957.890,166.80989,
956.926,150.4026,
955.962,128.38698,
954.997,109.80156,
954.033,102.33907,
953.069,97.126564,
952.105,89.816666,
951.141,89.245316,
950.176,90.688545,
949.212,89.152603,
948.248,85.441666,
947.284,85.324997,
946.319,93.205727,
945.355,103.20104,
944.391,108.42396,
943.427,112.88906,
942.462,125.64896,
941.498,150.46042,
940.534,186.73489,
939.570,234.02396,
938.606,292.89218,
937.641,333.58646,
936.677,360.70624,
935.713,370.18958,
934.749,364.37241,
933.784,344.81824,
932.820,308.68073,
931.856,254.29323,
930.892,201.19583,
929.927,162.73177,
928.963,127.15417,
927.999,92.095314,
927.035,59.408333,
926.070,31.507292,
925.106,8.8979168,
924.142,-3.9682291,
923.178,-1.428125,
922.214,9.3270836,
921.249,11.510417,
920.285,1.8135417,
919.321,-9.8666668,
918.357,-9.7223959,
917.392,4.1869793,
916.428,14.001041,
915.464,13.073958,
914.500,7.9541669,
913.535,6.203125,
912.571,10.616667,
911.607,16.88073,
910.643,15.873438,
909.679,7.8010416,
908.714,2.5885417,
907.750,-1.8817708,
906.786,-4.9697919,
905.822,-3.04375,
904.857,8.0005207,
903.893,27.695833,
902.929,47.22604,
901.965,64.86927,
901.000,83.239586,
900.036,107.71927,
899.072,143.40364,
898.108,190.68021,
897.143,241.15729,
896.179,278.7547,
895.215,300.37918,
894.251,297.21405,
893.287,276.03958,
892.322,244.4099,
891.358,204.6974,
890.394,156.16771,
889.430,127.44167,
888.465,107.10156,
887.501,94.292191,
886.537,87.782295,
885.573,82.877083,
884.608,74.407295,
883.644,60.621876,
882.680,43.831249,
881.716,29.927084,
880.751,24.440104,
879.787,30.069792,
878.823,43.178123,
877.859,54.558334,
876.895,53.852085,
875.930,44.761459,
874.966,47.068748,
874.002,57.38073,
873.038,67.246353,
872.073,74.053642,
871.109,77.570831,
870.145,76.04583,
869.181,69.753647,
868.216,65.780731,
867.252,67.057816,
866.288,74.805733,
865.324,88.607292,
864.360,104.9052,
863.395,116.86719,
862.431,118.41302,
861.467,115.30052,
860.503,106.41406,
859.538,95.751564,
858.574,98.050522,
857.610,121.38073,
856.646,153.92865,
855.681,170.61302,
854.717,179.30624,
853.753,195.89063,
852.789,222.15573,
851.824,252.01511,
850.860,278.07657,
849.896,297.07709,
848.932,312.21875,
847.968,327.88855,
847.003,348.48856,
846.039,381.57135,
845.075,431.26199,
844.111,503.09064,
843.146,606.77863,
842.182,735.35675,
841.218,945.31561,
840.254,1215.026,
839.289,1506.5515,
838.325,1809.5402,
837.361,2073.9744,
836.397,2151.8225,
835.433,2000.5547,
834.468,1769.7245,
833.504,1507.1432,
832.540,1241.3927,
831.576,1020.5984,
830.611,873.19794,
829.647,762.09894,
828.683,677.67291,
827.719,620.26666,
826.754,573.28961,
825.790,535.64325,
824.826,500.77655,
823.862,459.78281,
822.897,422.11511,
821.933,402.50574,
820.969,393.88959,
820.005,385.85886,
819.041,374.76718,
818.076,365.39999,
817.112,368.17551,
816.148,390.875,
815.184,429.22501,
814.219,474.7453,
813.255,527.29065,
812.291,592.9328,
811.327,679.58124,
810.362,800.46301,
809.398,1018.2589,
808.434,1310.7369,
807.470,1679.886,
806.506,2123.0583,
805.541,2521.2786,
804.577,2757.4958,
803.613,2848.7522,
802.649,2707.3005,
801.684,2334.6819,
800.720,1894.8619,
799.756,1484.5333,
798.792,1130.613,
797.827,831.47968,
796.863,645.04895,
795.899,534.26874,
794.935,432.0224,
793.970,357.87292,
793.006,301.22397,
792.042,252.39218,
791.078,212.75313,
790.114,178.70103,
789.149,158.59166,
788.185,139.77292,
787.221,122.68698,
786.257,110.43542,
785.292,104.99948,
784.328,104.29063,
783.364,98.072395,
782.400,79.159897,
781.435,57.381248,
780.471,43.289585,
779.507,40.149479,
778.543,43.696877,
777.579,47.219273,
776.614,49.359375,
775.650,43.758335,
774.686,32.370834,
773.722,20.755209,
772.757,13.15625,
771.793,10.682813,
770.829,15.795313,
769.865,25.758854,
768.900,31.456249,
767.936,29.547396,
766.972,21.758333,
766.008,12.448958,
765.043,5.2375002,
764.079,0.0093750004,
763.115,-3.04375,
762.151,-2.8192708,
761.187,4.1583333,
760.222,17.353125,
759.258,29.004168,
758.294,20.57448,
757.330,1.1411458,
756.365,-8.5234375,
755.401,-8.9796877,
754.437,-7.6052084,
753.473,-11.595052,
752.508,-21.614063,
751.544,-23.478645,
750.580,-12.953646,
749.616,-0.21666667,
748.652,8.1799479,
747.687,10.076563,
746.723,6.4182291,
745.759,-4.1888022,
744.795,-15.117969,
743.830,-16.117188,
742.866,-11.398698,
741.902,-6.6322918,
740.938,-5.2984376,
739.973,-6.4312501,
739.009,-11.738542,
738.045,-17.820313,
737.081,-21.879948,
736.116,-23.549219,
735.152,-22.810417,
734.188,-19.401823,
733.224,-12.503906,
732.260,-4.1648436,
731.295,0.24869792,
730.331,-0.47734374,
729.367,-4.21875,
728.403,-7.7666669,
727.438,-9.713542,
726.474,-12.778646,
725.510,-15.654428,
724.546,-13.530729,
723.581,-7.2091146,
722.617,-1.7039063,
721.653,-3.2768228,
720.689,-9.8294268,
719.725,-15.672656,
718.760,-22.123438,
717.796,-29.051823,
716.832,-34.569271,
715.868,-35.646355,
714.903,-29.189583,
713.939,-10.807813,
712.975,7.0864582,
712.011,8.8822918,
711.046,-4.4914064,
710.082,-20.973438,
709.118,-25.237499,
708.154,-21.553646,
707.189,-19.847656,
706.225,-19.810417,
705.261,-18.748438,
704.297,-14.971094,
703.333,-9.0960941,
702.368,-4.3270831,
701.404,0.37369791,
700.440,5.9494791,
699.476,10.668229,
698.511,13.565625,
697.547,15.004427,
696.583,16.765104,
695.619,16.811197,
694.654,15.211458,
693.690,13.26875,
692.726,9.1481771,
691.762,1.290625,
690.798,-8.4851561,
689.833,-8.9171877,
688.869,-5.169271,
687.905,-4.3148437,
686.941,-7.9111981,
685.976,-13.500521,
685.012,-16.366926,
684.048,-14.678386,
683.084,-15.045834,
682.119,-18.812761,
681.155,-22.955729,
680.191,-24.300261,
679.227,-21.036459,
678.262,-13.919791,
677.298,-8.6999998,
676.334,-6.6481771,
675.370,-4.1200519,
674.406,0.047135416,
673.441,4.0664063,
672.477,3.4463542,
671.513,3.2776041,
670.549,4.3502603,
669.584,4.1614585,
668.620,2.1229167,
667.656,-1.0708333,
666.692,-4.1960936,
665.727,-5.5229168,
664.763,-4.5270834,
663.799,-2.6666667,
662.835,-0.39166668,
661.871,2.7526042,
660.906,7.9481769,
659.942,15.964844,
658.978,23.672396,
658.014,22.159636,
657.049,13.108334,
656.085,4.5195313,
655.121,6.1854167,
654.157,16.062239,
653.192,21.595053,
652.228,20.897135,
651.264,16.977865,
650.300,12.898958,
649.335,10.3125,
648.371,8.8710938,
647.407,8.7666664,
646.443,10.292708,
645.479,16.146614,
644.514,27.233334,
643.550,40.235157,
642.586,42.372135,
641.622,34.595573,
640.657,28.417187,
639.693,21.573437,
638.729,17.398699,
637.765,21.453646,
636.800,34.392189,
635.836,38.160416,
634.872,32.627342,
633.908,24.666927,
632.944,18.79401,
631.979,17.16328,
631.015,20.335676,
630.051,29.765364,
629.087,35.412239,
628.122,32.303646,
627.158,23.327084,
626.194,14.648958,
625.230,10.928386,
624.265,12.111459,
623.301,16.361979,
622.337,18.361719,
621.373,17.76849,
620.408,17.489843,
619.444,21.874218,
618.480,24.909895,
617.516,24.937239,
616.552,26.92552,
615.587,32.962761,
614.623,41.371876,
613.659,46.191666,
612.695,42.686459,
611.730,38.622135,
610.766,35.879429,
609.802,34.584373,
608.838,35.780991,
607.873,43.23177,
606.909,52.883335,
605.945,48.860157,
604.981,36.317188,
604.017,25.295313,
603.052,24.021093,
602.088,32.978386,
601.124,42.400002,
600.160,46.274738,
599.195,45.440624,
598.231,40.999477,
597.267,34.005989,
596.303,25.289583,
595.338,18.478907,
594.374,16.125,
593.410,20.280989,
592.446,29.196354,
591.481,38.526821,
590.517,42.512241,
589.553,47.077602,
588.589,53.465103,
587.625,57.478127,
586.660,58.715626,
585.696,58.610939,
584.732,58.034897,
583.768,58.232033,
582.803,62.857811,
581.839,69.270836,
580.875,72.902344,
579.911,70.577347,
578.946,65.402863,
577.982,65.904945,
577.018,65.978645,
576.054,63.347656,
575.089,59.598179,
574.125,58.767967,
573.161,65.321617,
572.197,76.898438,
571.233,80.703903,
570.268,77.199997,
569.304,72.32708,
568.340,73.64505,
567.376,82.066406,
566.411,91.293228,
565.447,99.559639,
564.483,105.06718,
563.519,106.2039,
562.554,102.33437,
561.590,97.635414,
560.626,97.159378,
559.662,97.640884,
558.698,97.427864,
557.733,96.510155,
556.769,96.602608,
555.805,99.469269,
554.841,103.16068,
553.876,107.67995,
552.912,112.47057,
551.948,116.25078,
550.984,117.0164,
550.019,116.5138,
549.055,117.18307,
548.091,119.04739,
547.127,122.73698,
546.162,128.84427,
545.198,137.32109,
544.234,142.55365,
543.270,143.24348,
542.306,142.20522,
541.341,141.4474,
540.377,142.46198,
539.413,147.84036,
538.449,164.52605,
537.484,185.17448,
536.520,203.89063,
535.556,218.4711,
534.592,230.06328,
533.627,240.16432,
532.663,251.58749,
531.699,267.98907,
530.735,290.04376,
529.771,315.97186,
528.806,341.85599,
527.842,365.76407,
526.878,390.50104,
525.914,413.41824,
524.949,432.5289,
523.985,445.00861,
523.021,445.11093,
522.057,434.58463,
521.092,428.87656,
520.128,426.54895,
519.164,420.0224,
518.200,400.74139,
517.235,369.00235,
516.271,342.13022,
515.307,320.14661,
514.343,299.6026,
513.379,278.41327,
512.414,256.50574,
511.450,234,
510.486,208.85912,
509.522,188.86745,
508.557,182.42317,
507.593,190.18594,
506.629,199.13594,
505.665,186.25417,
504.700,170.36954,
503.736,157.96172,
502.772,150.21849,
501.808,145.83698,
500.844,144.48619,
499.879,144.45364,
498.915,147.38907,
497.951,153.11041,
496.987,158.94792,
496.022,160.48958,
495.058,154.30182,
494.094,143.99141,
493.130,133.14766,
492.165,126.5125,
491.201,129.26172,
490.237,146.57422,
489.273,168.3737,
488.308,177.25417,
487.344,175.89999,
486.380,168.38907,
485.416,159.18594,
484.452,151.36354,
483.487,148.90547,
482.523,150.18098,
481.559,154.1125,
480.595,158.89375,
479.630,162.21849,
478.666,164.41328,
477.702,168.18515,
476.738,172.03725,
475.773,174.29765,
474.809,174.61406,
473.845,175.96172,
472.881,183.50261,
471.917,191.89427,
470.952,197.03725,
469.988,197.58855,
469.024,194.59375,
468.060,189.40105,
467.095,186.28619,
466.131,193.86093,
465.167,210.39688,
464.203,231.04036,
463.238,250.30911,
462.274,266.56613,
461.310,283.17084,
460.346,303.84192,
459.381,331.40494,
458.417,367.36771,
457.453,410.02292,
456.489,449.46902,
455.525,477.03906,
454.560,494.74271,
453.596,506.47916,
452.632,515.86591,
451.668,523.42188,
450.703,536.33514,
449.739,550.35236,
448.775,554.42657,
447.811,538.03827,
446.846,505.29349,
445.882,468.2453,
444.918,429.51016,
443.954,391.89609,
442.990,357.2323,
442.025,325.78827,
441.061,301.47449,
440.097,287.19479,
439.133,275.79324,
438.168,261.47708,
437.204,241.41745,
436.240,222.70807,
435.276,217.77266,
434.311,221.32735,
433.347,225.11406,
432.383,224.66719,
431.419,222.24844,
430.454,220.99506,
429.490,221.15964,
428.526,223.84036,
427.562,229.06902,
426.598,235.69557,
425.633,239.46249,
424.669,237.60338,
423.705,233.69713,
422.741,230.48828,
421.776,229.64297,
420.812,231.0013,
419.848,235.67006,
418.884,242.12917,
417.919,246.36954,
416.955,247.65182,
415.991,248.69583,
415.027,261.20963,
414.063,279.52213,
413.098,292.47006,
412.134,298.73801,
411.170,301.19348,
410.206,306.35287,
409.241,316.91641,
408.277,329.23984,
407.313,342.40808,
406.349,357.65912,
405.384,378.38202,
404.420,411.91434,
403.456,452.69296,
402.492,496.72684,
401.527,546.10052,
400.563,608.21875,
399.599,703.58826,
398.635,824.5224,
397.671,984.22864,
396.706,1180.2277,
395.742,1390.7502,
394.778,1571.6438,
393.814,1730.6726,
392.849,1774.0278,
391.885,1697.8739,
390.921,1534.929,
389.957,1339.8125,
388.992,1140.7797,
388.028,945.27319,
387.064,784.74426,
386.100,655.1745,
385.136,548.20184,
384.171,464.27371,
383.207,402.25079,
382.243,354.58749,
381.279,322.04401,
380.314,301.29297,
379.350,283.06198,
378.386,276.22238,
377.422,260.48047,
376.457,239.55704,
375.493,220.01537,
374.529,208.57683,
373.565,204.24557,
372.600,199.59869,
371.636,194.32864,
370.672,187.45677,
369.708,177.95338,
368.744,164.88698,
367.779,158.02109,
366.815,156.79478,
365.851,156.26563,
364.887,154.18698,
363.922,152.65234,
362.958,152.26744,
361.994,142.56406,
361.030,130.04506,
360.065,122.10234,
359.101,124.96693,
358.137,131.63853,
357.173,133.48567,
356.209,132.20755,
355.244,129.95677,
354.280,128.87787,
353.316,130.27162,
352.352,133.63203,
351.387,136.95833,
350.423,139.75729,
349.459,143.17422,
348.495,151.1487,
347.530,161.27135,
346.566,159.64011,
345.602,149.86615,
344.638,139.48047,
343.673,138.31172,
342.709,140.85703,
341.745,138.4263,
340.781,133.26875,
339.817,130.02396,
338.852,134.07683,
337.888,147.119,
336.924,157.84792,
335.960,162.32292,
334.995,162.25963,
334.031,161.63229,
333.067,165.99896,
332.103,170.79791,
331.138,170.12839,
330.174,166.84869,
329.210,166.21223,
328.246,175.67474,
327.282,188.15938,
326.317,196.97343,
325.353,203.37057,
324.389,210.08516,
323.425,220.73724,
322.460,235.92474,
321.496,254.08203,
320.532,274.94949,
319.568,296.10077,
318.603,313.49921,
317.639,323.04767,
316.675,329.30807,
315.711,332.17267,
314.746,331.4198,
313.782,327.26041,
312.818,322.03647,
311.854,317.4888,
310.890,310.55807,
309.925,298.5578,
308.961,279.79608,
307.997,255.41797,
307.033,225.81902,
306.068,200.05156,
305.104,180.66978,
304.140,167.74765,
303.176,158.98386,
302.211,153.24089,
301.247,151.77708,
300.283,153.68178,
299.319,157.12265,
298.355,159.13542,
297.390,158.04245,
296.426,153.61302,
295.462,143.88881,
294.498,130.38177,
293.533,118.63698,
292.569,120.44036,
291.605,122.08984,
290.641,119.25547,
289.676,112.44896,
288.712,106.32448,
287.748,100.98281,
286.784,96.409637,
285.819,94.564323,
284.855,94.770576,
283.891,94.447655,
282.927,88.642448,
281.963,82.278648,
280.998,80.387497,
280.034,83.824478,
279.070,90.790627,
278.106,95.599998,
277.141,99.405472,
276.177,101.67057,
275.213,101.61015,
274.249,99.38958,
273.284,101.56641,
272.320,107.74635,
271.356,113.88541,
270.392,116.2125,
269.428,112.00286,
268.463,101.9375,
267.499,102.50052,
266.535,113.82864,
265.571,130.16197,
264.606,144.2724,
263.642,149.48854,
262.678,148.64662,
261.714,145.02499,
260.749,140.58775,
259.785,137.8474,
258.821,142.00391,
257.857,153.55937,
256.892,168.98619,
255.928,185.93959,
254.964,200.78671,
254.000,205.89479,
253.036,207.02031,
252.071,214.56953,
251.107,227.53984,
250.143,241.75626,
249.179,248.71458,
248.214,246.44244,
247.250,243.20287,
246.286,242.54662,
245.322,245.87994,
244.357,251.30833,
243.393,252.9763,
242.429,250.58542,
241.465,242.77916,
240.500,228.9901,
239.536,209.89037,
238.572,193.18724,
237.608,177.62891,
236.644,164.20729,
235.679,153.35156,
234.715,144.22369,
233.751,134.33698,
232.787,124.55495,
231.822,116.17683,
230.858,110.25052,
229.894,107.75468,
228.930,107.06406,
227.965,104.98646,
227.001,100.40651,
226.037,93.17292,
225.073,84.491142,
224.109,76.698959,
223.144,70.471611,
222.180,66.451042,
221.216,64.774483,
220.252,64.645576,
219.287,63.814583,
218.323,62.142708,
217.359,59.855991,
216.395,58.701824,
215.430,64.594269,
214.466,75.131248,
213.502,77.621353,
212.538,71.287758,
211.573,59.417187,
210.609,52.822918,
209.645,56.795834,
208.681,61.409897,
207.717,61.828125,
206.752,55.957291,
205.788,48.011459,
204.824,46.043228,
203.860,47.408855,
202.895,50.610676,
201.931,54.363281,
200.967,58.153126,
200.003,58.081772,
199.038,53.105209,
198.074,46.165627,
197.110,41.397137,
196.146,44.420834,
195.182,48.351822,
194.217,51.357552,
193.253,55.458073,
192.289,63.255207,
191.325,73.377342,
190.360,77.366142,
189.396,76.719269,
188.432,74.659111,
187.468,75.289841,
186.503,81.306511,
185.539,91.652084,
184.575,106.08073,
183.611,123.09974,
182.646,140.42397,
181.682,161.40157,
180.718,185.91953,
179.754,210.59766,
178.790,235.08932,
177.825,261.51642,
176.861,294.49426,
175.897,329.52344,
174.933,367.15494,
173.968,408.36407,
173.004,455.64453,
172.040,493.79999,
171.076,512.13696,
170.111,518.5271,
169.147,521.60547,
168.183,531.51642,
167.219,537.45441,
166.255,530.94659,
165.290,513.60571,
164.326,489.14297,
163.362,463.48541,
162.398,432.24582,
161.433,388.90366,
160.469,335.47787,
159.505,278.2659,
158.541,236.91251,
157.576,208.46146,
156.612,183.54478,
155.648,158.68073,
154.684,132.01381,
153.719,105.8539,
152.755,82.905472,
151.791,62.733852,
150.827,45.628647,
149.863,32.396355,
148.898,26.096615,
147.934,21.592709,
146.970,17.420052,
146.006,12.41224,
145.041,5.5028644,
144.077,-3.1205728,
143.113,-10.438021,
142.149,-16.285938,
141.184,-20.489323,
140.220,-22.66901,
139.256,-21.029688,
138.292,-18.510416,
137.328,-16.487499,
136.363,-15.050521,
135.399,-10.126562,
134.435,1.7416667,
133.471,12.328125,
132.506,17.356771,
131.542,14.629948,
130.578,10.947917,
129.614,8.3502607,
128.649,4.6197915,
127.685,3.3690104,
126.721,10.654688,
125.757,25.531511,
124.792,39.580467,
123.828,54.191147,
122.864,69.755211,
121.900,86.006248,
120.936,103.46641,
119.971,121.12005,
119.007,138.92578,
118.043,157.6763,
117.079,180.17369,
116.114,208.28281,
115.150,239.73958,
114.186,276.02707,
113.222,318.9487,
112.257,372.36328,
111.293,436.47369,
110.329,506.29636,
109.365,581.88226,
108.401,663.51874,
107.436,753.66431,
106.472,845.63617,
105.508,944.03723,
104.544,1044.9263,
103.579,1136.3224,
102.615,1212.5802,
101.651,1261.1721,
100.687,1280.0984,
99.722,1272.8307,
98.758,1251.6708,
97.794,1225.5542,
96.830,1192.2732,
95.865,1152.4401,
94.901,1106.5662,
93.937,1049.3394,
92.973,985.39532,
92.009,920.13568,
91.044,859.09143,
90.080,809.11353,
89.116,764.77319,
88.152,726.37396,
87.187,691.50391,
86.223,657.04791,
85.259,617.24036,
84.295,577.15259,
83.330,540.74689,
82.366,509.58231,
81.402,483.98386,
80.438,463.04062,
79.474,441.90964,
78.509,422.1586,
77.545,406.73984,
76.581,398.79739,
75.617,398.23932,
74.652,397.74167,
73.688,398.47736,
72.724,400.33176,
71.760,401.88568,
70.795,394.36823,
69.831,383.96249,
68.867,375.54428,
67.903,373.90964,
66.938,386.29269,
65.974,409.82785,
65.010,440.43671,
64.046,476.79739,
63.082,517.58331,
62.117,562.87476,
61.153,610.80939,
60.189,658.94061,
59.225,704.60938,
58.260,744.24841,
57.296,780.25757,
56.332,820.47919,
55.368,863.36536,
54.403,904.23724,
53.439,926.76355,
52.475,939.41461,
51.511,959.0672,
50.547,988.14374,
