,PVC Spectrum,
2306.853,7.536573,
2305.888,5.1152321,
2304.924,7.2288522,
2303.960,9.5224527,
2302.996,7.9414927,
2302.031,5.4462748,
2301.067,6.1920726,
2300.103,8.2310833,
2299.139,8.5975842,
2298.175,8.5246808,
2297.210,6.8049512,
2296.246,3.3375165,
2295.282,3.2577285,
2294.318,5.6859482,
2293.353,7.3963455,
2292.389,8.1497605,
2291.425,8.4900895,
2290.461,8.3413561,
2289.496,7.7769488,
2288.532,6.7457446,
2287.568,5.6571185,
2286.604,6.5397816,
2285.640,7.9219563,
2284.675,5.4651662,
2283.711,1.4960716,
2282.747,2.7228347,
2281.783,6.5669318,
2280.818,6.7173767,
2279.854,3.4187984,
2278.890,2.1796925,
2277.926,4.8523052,
2276.961,7.404459,
2275.997,7.1718961,
2275.033,5.9767843,
2274.069,4.7640456,
2273.104,4.1142952,
2272.140,6.2919373,
2271.176,9.0363275,
2270.212,8.0461962,
2269.248,5.8975688,
2268.283,5.9461583,
2267.319,7.6343472,
2266.355,9.4144796,
2265.391,10.634651,
2264.426,10.307752,
2263.462,8.0074646,
2262.498,5.9250482,
2261.534,5.659038,
2260.569,5.8458597,
2259.605,5.6974277,
2258.641,5.8255093,
2257.677,7.3362081,
2256.713,9.0486646,
2255.748,8.6657112,
2254.784,7.1395447,
2253.820,6.3903313,
2252.856,6.564409,
2251.891,7.2180766,
2250.927,8.2847324,
2249.963,9.1602261,
2248.999,9.265798,
2248.034,8.2367506,
2247.070,5.5320684,
2246.106,4.1607361,
2245.142,7.1626946,
2244.177,10.002837,
2243.213,8.7600688,
2242.249,6.376334,
2241.285,6.2494351,
2240.321,7.6597921,
2239.356,8.5233229,
2238.392,8.5646369,
2237.428,8.1072693,
2236.464,7.0409661,
2235.499,5.5820848,
2234.535,3.8953714,
2233.571,3.0991857,
2232.607,4.0709682,
2231.642,5.2410908,
2230.678,5.5679029,
2229.714,5.1791388,
2228.750,4.1543883,
2227.786,2.9704093,
2226.821,1.9385302,
2225.857,1.1546488,
2224.893,1.3838729,
2223.929,2.8617938,
2222.964,4.3397147,
2222.000,5.2826257,
2221.036,5.4407713,
2220.072,4.5067781,
2219.107,3.5733711,
2218.143,3.2731181,
2217.179,3.9493298,
2216.215,6.1263719,
2215.250,8.4324666,
2214.286,8.9444695,
2213.322,8.2496854,
2212.358,8.158368,
2211.394,8.6241795,
2210.429,8.7032722,
2209.465,8.1959392,
2208.501,7.7426101,
2207.537,8.0250232,
2206.572,7.7240378,
2205.608,5.8980037,
2204.644,4.3399383,
2203.680,4.1180544,
2202.715,4.5850378,
2201.751,5.43166,
2200.787,6.4771101,
2199.823,6.9521501,
2198.859,6.4504812,
2197.894,4.6221521,
2196.930,1.814331,
2195.966,1.3370269,
2195.002,4.2509203,
2194.037,7.4668646,
2193.073,9.8736292,
2192.109,11.042454,
2191.145,10.518848,
2190.180,9.1537858,
2189.216,7.5650424,
2188.252,6.3874319,
2187.288,6.7067941,
2186.323,8.1761561,
2185.359,9.1203718,
2184.395,9.1951539,
2183.431,8.8685687,
2182.467,8.2616125,
2181.502,7.3434746,
2180.538,6.1064891,
2179.574,5.1400602,
2178.610,4.6411605,
2177.645,4.2330325,
2176.681,3.9207051,
2175.717,4.4419716,
2174.753,6.7631404,
2173.788,9.8968581,
2172.824,10.522031,
2171.860,8.1777698,
2170.896,5.9070928,
2169.932,4.4671775,
2168.967,4.4828776,
2168.003,6.8706967,
2167.039,9.0350784,
2166.075,9.620798,
2165.110,9.6364004,
2164.146,9.0640144,
2163.182,8.356277,
2162.218,9.0682173,
2161.253,10.826105,
2160.289,10.940633,
2159.325,9.0443699,
2158.361,8.1590445,
2157.396,9.177186,
2156.432,9.8284817,
2155.468,9.3909591,
2154.504,8.6618349,
2153.540,7.8614704,
2152.575,7.1534888,
2151.611,6.5565912,
2150.647,5.927467,
2149.683,5.3763213,
2148.718,5.3757615,
2147.754,6.7737858,
2146.790,9.5023276,
2145.826,11.300352,
2144.861,10.619226,
2143.897,8.7302382,
2142.933,6.3923738,
2141.969,4.9008472,
2141.005,5.9766058,
2140.040,8.1293175,
2139.076,10.160203,
2138.112,11.941186,
2137.148,13.057033,
2136.183,13.185038,
2135.219,12.135503,
2134.255,9.8931955,
2133.291,7.1235927,
2132.326,4.5821639,
2131.362,3.739026,
2130.398,6.954726,
2129.434,9.9855627,
2128.469,6.4178643,
2127.505,1.3562693,
2126.541,1.3591682,
2125.577,4.2048401,
2124.613,4.8614985,
2123.648,3.2582448,
2122.684,3.2291122,
2121.720,5.9019327,
2120.756,7.8696262,
2119.791,7.1110014,
2118.827,6.4335778,
2117.863,7.6114764,
2116.899,8.5613966,
2115.934,7.5477424,
2114.970,5.7575746,
2114.006,5.078735,
2113.042,5.6286063,
2112.078,6.5637315,
2111.113,7.3553508,
2110.149,7.3098607,
2109.185,5.7996246,
2108.221,3.9691249,
2107.256,3.6671406,
2106.292,4.3800979,
2105.328,5.5741098,
2104.364,7.1385806,
2103.399,7.0726805,
2102.435,5.5204033,
2101.471,4.7495715,
2100.507,4.8417279,
2099.542,4.2772437,
2098.578,3.0702302,
2097.614,3.0993983,
2096.650,5.112258,
2095.686,7.4078324,
2094.721,8.0578502,
2093.757,7.9389715,
2092.793,9.119995,
2091.829,10.91264,
2090.864,9.6427845,
2089.900,6.4003707,
2088.936,4.0188943,
2087.972,1.8712068,
2087.007,1.0910001,
2086.043,2.1192276,
2085.079,3.7363223,
2084.115,4.8440421,
2083.151,5.3936563,
2082.186,5.7738858,
2081.222,6.2330215,
2080.258,6.5085146,
2079.294,6.9301504,
2078.329,7.5622353,
2077.365,7.8354335,
2076.401,7.7779676,
2075.437,7.4314881,
2074.472,5.7955067,
2073.508,2.6750037,
2072.544,0.93418841,
2071.580,2.8368229,
2070.615,6.1365279,
2069.651,7.2761255,
2068.687,6.2839848,
2067.723,4.5220686,
2066.759,2.5706994,
2065.794,2.0889745,
2064.830,3.3801234,
2063.866,4.5639968,
2062.902,5.1957707,
2061.937,5.6898492,
2060.973,5.9106855,
2060.009,5.795389,
2059.045,5.1183738,
2058.080,4.1030774,
2057.116,3.5659547,
2056.152,3.7407949,
2055.188,4.1731547,
2054.224,4.8918426,
2053.259,6.2688312,
2052.295,8.1971383,
2051.331,9.2420467,
2050.367,7.1071703,
2049.402,3.9479773,
2048.438,3.8574367,
2047.474,5.7744156,
2046.510,7.1647344,
2045.545,7.5168206,
2044.581,7.293321,
2043.617,6.6228488,
2042.653,6.5006187,
2041.688,8.4941112,
2040.724,10.81944,
2039.760,9.6463308,
2038.796,6.833964,
2037.832,5.0243316,
2036.867,3.1409688,
2035.903,4.7912484,
2034.939,8.7255612,
2033.975,9.9783802,
2033.010,8.7473609,
2032.046,8.1409024,
2031.082,9.42633,
2030.118,10.405019,
2029.153,8.7058275,
2028.189,5.9116651,
2027.225,5.1249735,
2026.261,5.47461,
2025.297,5.9370394,
2024.332,6.8043518,
2023.368,7.3170254,
2022.404,7.4469841,
2021.440,7.2688862,
2020.475,6.7302414,
2019.511,6.6922803,
2018.547,7.9107156,
2017.583,9.3015142,
2016.618,9.1303988,
2015.654,8.238922,
2014.690,9.5843107,
2013.726,12.699767,
2012.761,12.005068,
2011.797,5.9731614,
2010.833,1.9122999,
2009.869,3.5933583,
2008.905,6.6399225,
2007.940,8.4670043,
2006.976,9.2251895,
2006.012,8.6803965,
2005.048,7.4955643,
2004.083,7.2203512,
2003.119,8.1999722,
2002.155,9.0167514,
2001.191,8.7570653,
2000.226,8.2159833,
1999.262,8.3260729,
1998.298,8.8660456,
1997.334,10.124182,
1996.370,11.652875,
1995.405,9.5087168,
1994.441,5.0330153,
1993.477,3.9246479,
1992.513,6.167013,
1991.548,7.0432648,
1990.584,5.0041356,
1989.620,3.7641276,
1988.656,5.5734942,
1987.691,8.1095699,
1986.727,8.5068272,
1985.763,7.6979318,
1984.799,7.4456773,
1983.834,7.7864892,
1982.870,7.591803,
1981.906,6.6403298,
1980.942,7.5288469,
1979.978,10.87918,
1979.013,13.010764,
1978.049,11.448353,
1977.085,8.368608,
1976.121,6.7867148,
1975.156,6.4526243,
1974.192,6.1161901,
1973.228,5.7349611,
1972.264,5.6364806,
1971.299,5.8333126,
1970.335,5.6973809,
1969.371,4.6900136,
1968.407,4.572246,
1967.443,7.4534449,
1966.478,11.45647,
1965.514,13.353978,
1964.550,12.798946,
1963.586,10.571209,
1962.621,7.1705724,
1961.657,5.2826306,
1960.693,7.8874138,
1959.729,11.106503,
1958.764,9.7501532,
1957.800,7.2770065,
1956.836,9.7534204,
1955.872,14.23877,
1954.907,13.462498,
1953.943,8.9445757,
1952.979,6.0707453,
1952.015,5.6119051,
1951.051,5.4968638,
1950.086,4.9041857,
1949.122,5.2794816,
1948.158,7.9626736,
1947.194,11.653776,
1946.229,14.552886,
1945.265,16.82226,
1944.301,16.138411,
1943.337,12.871763,
1942.372,11.036854,
1941.408,11.097208,
1940.444,11.386518,
1939.480,11.087448,
1938.516,10.287647,
1937.551,9.3821804,
1936.587,8.9817925,
1935.623,9.8395104,
1934.659,11.818273,
1933.694,13.581215,
1932.730,14.276921,
1931.766,13.360127,
1930.802,9.7330791,
1929.837,6.1247811,
1928.873,6.8186315,
1927.909,9.1082341,
1926.945,10.209165,
1925.980,10.276843,
1925.016,9.5680081,
1924.052,8.4261651,
1923.088,8.7604455,
1922.124,11.95244,
1921.159,14.588967,
1920.195,12.775639,
1919.231,9.5706618,
1918.267,9.0185161,
1917.302,10.071644,
1916.338,11.399966,
1915.374,12.640057,
1914.410,13.901144,
1913.445,15.354175,
1912.481,15.255154,
1911.517,12.742217,
1910.553,9.6768392,
1909.589,8.2131211,
1908.624,7.9334855,
1907.660,6.8211349,
1906.696,4.868452,
1905.732,5.5240635,
1904.767,10.215974,
1903.803,14.258618,
1902.839,14.56337,
1901.875,13.685506,
1900.910,11.932837,
1899.946,9.8669841,
1898.982,10.102206,
1898.018,11.97815,
1897.053,12.82763,
1896.089,11.964267,
1895.125,10.727858,
1894.161,9.5184509,
1893.197,8.352256,
1892.232,8.6081316,
1891.268,9.5202087,
1890.304,10.567295,
1889.340,12.153299,
1888.375,12.185102,
1887.411,11.020226,
1886.447,10.197781,
1885.483,9.8929154,
1884.518,9.3493764,
1883.554,8.2593053,
1882.590,8.0929645,
1881.626,10.658069,
1880.662,14.525859,
1879.697,15.651461,
1878.733,13.183655,
1877.769,10.27625,
1876.805,8.5786097,
1875.840,8.0135387,
1874.876,9.2230848,
1873.912,10.566616,
1872.948,9.4046287,
1871.983,6.8588531,
1871.019,5.9277745,
1870.055,7.083268,
1869.091,8.8579027,
1868.126,10.597771,
1867.162,11.374309,
1866.198,8.7015314,
1865.234,5.3097595,
1864.270,6.9548219,
1863.305,11.257447,
1862.341,13.131069,
1861.377,13.472219,
1860.413,12.144424,
1859.448,9.2638464,
1858.484,7.701969,
1857.520,8.8268601,
1856.556,10.960491,
1855.591,12.076983,
1854.627,11.990009,
1853.663,11.498005,
1852.699,10.897261,
1851.734,10.417268,
1850.770,10.746652,
1849.806,11.697812,
1848.842,12.156785,
1847.878,12.252281,
1846.913,12.343774,
1845.949,11.807531,
1844.985,10.331006,
1844.021,8.5059943,
1843.056,8.4530528,
1842.092,10.863052,
1841.128,12.734768,
1840.164,12.019668,
1839.199,10.523417,
1838.235,9.9384932,
1837.271,9.6483939,
1836.307,9.1554624,
1835.343,8.586749,
1834.378,8.2422199,
1833.414,8.2742032,
1832.450,9.0105323,
1831.486,10.354968,
1830.521,11.712195,
1829.557,12.722304,
1828.593,12.744962,
1827.629,10.621672,
1826.664,7.1397397,
1825.700,6.0793406,
1824.736,9.3314416,
1823.772,12.104441,
1822.807,9.3401848,
1821.843,5.2228518,
1820.879,6.9831408,
1819.915,11.436222,
1818.951,13.392624,
1817.986,14.437843,
1817.022,13.273933,
1816.058,10.126526,
1815.094,8.532,
1814.129,10.319993,
1813.165,12.792864,
1812.201,12.840148,
1811.237,11.365901,
1810.272,11.260206,
1809.308,12.802902,
1808.344,13.6496,
1807.380,13.021788,
1806.416,12.572052,
1805.451,13.05293,
1804.487,13.323456,
1803.523,12.394375,
1802.559,10.841123,
1801.594,10.669657,
1800.630,12.109423,
1799.666,12.329559,
1798.702,9.4238653,
1797.737,6.8673424,
1796.773,8.8054098,
1795.809,12.604464,
1794.845,13.974612,
1793.880,13.834652,
1792.916,12.278239,
1791.952,9.0618631,
1790.988,7.1081344,
1790.024,7.5594245,
1789.059,8.8930389,
1788.095,9.814251,
1787.131,10.336489,
1786.167,10.804136,
1785.202,10.96573,
1784.238,10.068973,
1783.274,8.052783,
1782.310,6.90837,
1781.345,8.9272099,
1780.381,11.944244,
1779.417,12.260546,
1778.453,11.351114,
1777.489,11.831282,
1776.524,12.866968,
1775.560,12.401483,
1774.596,10.478087,
1773.632,9.5829623,
1772.667,10.923141,
1771.703,12.629335,
1770.739,12.715997,
1769.775,12.155296,
1768.810,12.91027,
1767.846,14.681992,
1766.882,15.794385,
1765.918,15.753607,
1764.953,14.468004,
1763.989,11.396903,
1763.025,8.2698936,
1762.061,7.3458148,
1761.097,7.6841862,
1760.132,9.0371575,
1759.168,11.238907,
1758.204,12.619539,
1757.240,12.49731,
1756.275,12.43143,
1755.311,12.694602,
1754.347,12.716466,
1753.383,12.44214,
1752.418,11.917861,
1751.454,12.204226,
1750.490,13.6215,
1749.526,13.85689,
1748.562,11.484223,
1747.597,9.170002,
1746.633,10.107735,
1745.669,13.086483,
1744.705,14.344236,
1743.740,12.991735,
1742.776,11.459155,
1741.812,10.690492,
1740.848,9.3922861,
1739.883,7.7691304,
1738.919,6.8155064,
1737.955,8.1896651,
1736.991,10.915914,
1736.026,9.9413822,
1735.062,6.0576696,
1734.098,5.3297188,
1733.134,9.4109763,
1732.170,13.575585,
1731.205,13.840827,
1730.241,11.900551,
1729.277,11.771849,
1728.313,13.919513,
1727.348,15.249305,
1726.384,14.384371,
1725.420,13.63643,
1724.456,14.512073,
1723.491,15.577902,
1722.527,15.953397,
1721.563,15.550037,
1720.599,13.257368,
1719.635,10.225442,
1718.670,8.735557,
1717.706,8.9596387,
1716.742,10.185086,
1715.778,12.124994,
1714.813,13.983994,
1713.849,14.121559,
1712.885,12.922307,
1711.921,13.364218,
1710.956,16.54934,
1709.992,19.390812,
1709.028,19.470075,
1708.064,18.175999,
1707.099,15.193202,
1706.135,10.739802,
1705.171,7.1694065,
1704.207,4.8345592,
1703.243,5.7537735,
1702.278,10.277286,
1701.314,14.79357,
1700.350,16.241106,
1699.386,15.703923,
1698.421,14.421673,
1697.457,12.927016,
1696.493,12.334472,
1695.529,12.765706,
1694.564,13.081806,
1693.600,12.82642,
1692.636,12.120007,
1691.672,10.447582,
1690.708,8.5961017,
1689.743,8.689496,
1688.779,10.757502,
1687.815,13.033172,
1686.851,14.630572,
1685.886,15.627969,
1684.922,15.600174,
1683.958,15.052505,
1682.994,14.168457,
1682.029,13.059509,
1681.065,11.660718,
1680.101,9.6640241,
1679.137,8.7240703,
1678.172,10.107895,
1677.208,12.285371,
1676.244,13.64283,
1675.280,14.183051,
1674.316,13.552275,
1673.351,11.493131,
1672.387,9.9240763,
1671.423,11.206142,
1670.459,13.49148,
1669.494,14.878675,
1668.530,16.11958,
1667.566,16.81483,
1666.602,16.898753,
1665.637,14.55372,
1664.673,9.7859829,
1663.709,7.0549144,
1662.745,8.9898734,
1661.781,13.234903,
1660.816,16.762061,
1659.852,18.932921,
1658.888,20.058322,
1657.924,19.882306,
1656.959,18.120304,
1655.995,14.145706,
1655.031,9.5857543,
1654.067,9.4721482,
1653.102,11.849976,
1652.138,12.370578,
1651.174,11.465546,
1650.210,11.297329,
1649.245,12.073596,
1648.281,12.620174,
1647.317,12.450785,
1646.353,12.453077,
1645.389,13.750827,
1644.424,15.883245,
1643.460,16.377725,
1642.496,13.474693,
1641.532,9.8791821,
1640.567,9.4930938,
1639.603,10.768384,
1638.639,12.650607,
1637.675,14.975261,
1636.710,14.653676,
1635.746,12.323497,
1634.782,11.451081,
1633.818,13.235452,
1632.854,15.240821,
1631.889,15.037496,
1630.925,13.077142,
1629.961,11.207996,
1628.997,10.133922,
1628.032,10.141194,
1627.068,12.480106,
1626.104,15.649681,
1625.140,16.374776,
1624.175,16.416716,
1623.211,16.608314,
1622.247,16.303721,
1621.283,15.11524,
1620.318,13.337746,
1619.354,12.472118,
1618.390,13.210786,
1617.426,14.41044,
1616.462,14.517175,
1615.497,13.166636,
1614.533,10.882793,
1613.569,8.1617453,
1612.605,6.4837456,
1611.640,8.3143397,
1610.676,11.755146,
1609.712,12.320512,
1608.748,11.535342,
1607.783,12.561109,
1606.819,15.034581,
1605.855,16.438276,
1604.891,16.121464,
1603.927,15.492594,
1602.962,15.683204,
1601.998,15.838707,
1601.034,14.073798,
1600.070,10.354693,
1599.105,7.9537996,
1598.141,10.030951,
1597.177,13.383983,
1596.213,12.385744,
1595.248,9.7336474,
1594.284,11.465975,
1593.320,15.757287,
1592.356,16.974674,
1591.391,14.655537,
1590.427,12.190014,
1589.463,11.696169,
1588.499,12.139776,
1587.535,11.494662,
1586.570,9.5509638,
1585.606,8.2100986,
1584.642,9.036031,
1583.678,11.007322,
1582.713,13.306203,
1581.749,15.953033,
1580.785,14.100595,
1579.821,9.2775516,
1578.856,6.8938645,
1577.892,6.6846388,
1576.928,8.0444721,
1575.964,10.747106,
1575.000,13.251011,
1574.035,13.670539,
1573.071,12.460429,
1572.107,12.243387,
1571.143,14.233521,
1570.178,15.892208,
1569.214,14.039975,
1568.250,10.572691,
1567.286,9.8989133,
1566.321,10.497742,
1565.357,9.8621457,
1564.393,8.3890023,
1563.429,8.4491976,
1562.464,10.751538,
1561.500,13.477268,
1560.536,14.788154,
1559.572,15.033169,
1558.608,15.904944,
1557.643,17.890485,
1556.679,19.093609,
1555.715,17.504054,
1554.751,14.788035,
1553.786,13.689839,
1552.822,13.611954,
1551.858,15.480456,
1550.894,18.780305,
1549.929,19.388798,
1548.965,16.241042,
1548.001,12.400267,
1547.037,10.647676,
1546.073,10.931273,
1545.108,12.202789,
1544.144,13.799158,
1543.180,14.408614,
1542.216,12.39165,
1541.251,10.599886,
1540.287,13.110648,
1539.323,17.375979,
1538.359,18.95602,
1537.394,18.339428,
1536.430,17.343487,
1535.466,16.412053,
1534.502,16.019827,
1533.537,16.915442,
1532.573,18.061889,
1531.609,17.188117,
1530.645,14.264542,
1529.681,12.954865,
1528.716,15.855575,
1527.752,18.800868,
1526.788,18.620428,
1525.824,17.053415,
1524.859,15.44695,
1523.895,14.002395,
1522.931,15.045215,
1521.967,19.50278,
1521.002,23.702044,
1520.038,23.834368,
1519.074,22.20746,
1518.110,22.365614,
1517.146,24.240316,
1516.181,24.10584,
1515.217,20.843682,
1514.253,18.102417,
1513.289,18.760521,
1512.324,20.858417,
1511.360,20.88029,
1510.396,18.655581,
1509.432,16.748549,
1508.467,16.531893,
1507.503,17.024374,
1506.539,17.340825,
1505.575,17.512647,
1504.610,18.635056,
1503.646,20.729489,
1502.682,21.541107,
1501.718,21.056877,
1500.754,19.911952,
1499.789,17.96107,
1498.825,15.983431,
1497.861,16.180693,
1496.897,18.677126,
1495.932,20.063062,
1494.968,17.762082,
1494.004,14.396748,
1493.040,13.082974,
1492.075,12.512806,
1491.111,14.153468,
1490.147,17.218205,
1489.183,18.67264,
1488.219,18.086642,
1487.254,16.851086,
1486.290,16.157133,
1485.326,16.271381,
1484.362,16.985532,
1483.397,17.896654,
1482.433,18.068523,
1481.469,16.493631,
1480.505,14.417713,
1479.540,16.47495,
1478.576,21.152111,
1477.612,20.761251,
1476.648,16.649787,
1475.683,13.738912,
1474.719,13.281745,
1473.755,14.42076,
1472.791,16.608015,
1471.827,19.371314,
1470.862,21.518597,
1469.898,22.152354,
1468.934,21.676197,
1467.970,19.821283,
1467.005,17.517981,
1466.041,17.21238,
1465.077,17.860689,
1464.113,18.765034,
1463.148,20.136637,
1462.184,21.576342,
1461.220,22.5671,
1460.256,23.173653,
1459.292,23.66562,
1458.327,24.132154,
1457.363,24.494594,
1456.399,24.800412,
1455.435,25.742484,
1454.470,28.034458,
1453.506,30.675993,
1452.542,31.612937,
1451.578,31.305144,
1450.613,32.098038,
1449.649,34.603723,
1448.685,38.068393,
1447.721,42.704495,
1446.756,48.332937,
1445.792,53.031493,
1444.828,56.861443,
1443.864,61.152925,
1442.900,66.357486,
1441.935,75.648716,
1440.971,91.633207,
1440.007,112.90354,
1439.043,136.94121,
1438.078,162.22293,
1437.114,187.93081,
1436.150,213.06319,
1435.186,238.1808,
1434.221,260.38047,
1433.257,281.55155,
1432.293,291.89853,
1431.329,293.49923,
1430.365,292.25881,
1429.400,289.72642,
1428.436,289.75306,
1427.472,296.14585,
1426.508,308.74981,
1425.543,324.93401,
1424.579,342.26683,
1423.615,353.878,
1422.651,344.09736,
1421.686,321.60861,
1420.722,293.77575,
1419.758,258.19466,
1418.794,227.88576,
1417.829,202.30345,
1416.865,178.61802,
1415.901,156.174,
1414.937,136.28511,
1413.973,121.64156,
1413.008,112.12137,
1412.044,103.50186,
1411.080,92.895619,
1410.116,81.586389,
1409.151,68.861142,
1408.187,56.866555,
1407.223,51.131353,
1406.259,50.565088,
1405.294,47.695157,
1404.330,38.925531,
1403.366,29.216394,
1402.402,23.400766,
1401.438,20.058378,
1400.473,19.319718,
1399.509,20.561864,
1398.545,20.59791,
1397.581,18.683856,
1396.616,17.325565,
1395.652,18.693737,
1394.688,21.763081,
1393.724,23.42027,
1392.759,22.248019,
1391.795,20.541051,
1390.831,21.217338,
1389.867,23.536104,
1388.902,22.853894,
1387.938,20.399172,
1386.974,21.144452,
1386.010,24.886947,
1385.046,28.503076,
1384.081,30.459347,
1383.117,31.568884,
1382.153,32.960938,
1381.189,34.571307,
1380.224,35.656575,
1379.260,35.827636,
1378.296,35.467103,
1377.332,35.367122,
1376.367,35.544722,
1375.403,37.224427,
1374.439,40.250567,
1373.475,42.710492,
1372.511,43.827842,
1371.546,45.12327,
1370.582,47.999798,
1369.618,51.730726,
1368.654,53.699097,
1367.689,53.171092,
1366.725,52.951329,
1365.761,54.607742,
1364.797,56.859811,
1363.832,58.006016,
1362.868,58.31101,
1361.904,60.070839,
1360.940,64.935603,
1359.975,71.012041,
1359.011,74.023041,
1358.047,75.013433,
1357.083,75.051784,
1356.119,74.426111,
1355.154,73.46231,
1354.190,72.193135,
1353.226,71.716486,
1352.262,73.44458,
1351.297,77.034925,
1350.333,79.753154,
1349.369,79.231782,
1348.405,77.544051,
1347.440,78.382199,
1346.476,80.276484,
1345.512,82.447426,
1344.548,85.101965,
1343.583,87.992642,
1342.619,90.886766,
1341.655,94.968758,
1340.691,101.87456,
1339.727,110.86782,
1338.762,118.8977,
1337.798,124.7789,
1336.834,131.66825,
1335.870,141.68318,
1334.905,152.66971,
1333.941,160.9992,
1332.977,166.59611,
1332.013,171.62784,
1331.048,176.98771,
1330.084,181.0565,
1329.120,181.96904,
1328.156,181.31651,
1327.192,181.26274,
1326.227,180.57987,
1325.263,178.26692,
1324.299,174.41531,
1323.335,170.99978,
1322.370,169.75833,
1321.406,170.30409,
1320.442,170.5663,
1319.478,169.3138,
1318.513,167.75219,
1317.549,168.61459,
1316.585,171.15659,
1315.621,170.46455,
1314.656,166.87207,
1313.692,164.48145,
1312.728,164.25465,
1311.764,164.36129,
1310.800,163.62693,
1309.835,162.52504,
1308.871,161.13374,
1307.907,158.82988,
1306.943,154.88043,
1305.978,149.51871,
1305.014,144.44435,
1304.050,141.52653,
1303.086,140.37015,
1302.121,139.18617,
1301.157,136.86518,
1300.193,133.21929,
1299.229,126.24551,
1298.265,116.82886,
1297.300,111.66022,
1296.336,109.12727,
1295.372,106.42806,
1294.408,102.64257,
1293.443,97.220898,
1292.479,89.745016,
1291.515,81.380966,
1290.551,75.869356,
1289.586,76.069026,
1288.622,76.82857,
1287.658,70.316251,
1286.694,61.11097,
1285.729,55.930346,
1284.765,54.698698,
1283.801,53.98761,
1282.837,51.977885,
1281.873,49.779829,
1280.908,48.909508,
1279.944,49.130741,
1278.980,48.825117,
1278.016,48.316903,
1277.051,48.51027,
1276.087,49.21486,
1275.123,49.863984,
1274.159,50.179116,
1273.194,50.260178,
1272.230,50.595483,
1271.266,51.976864,
1270.302,54.293785,
1269.338,55.150852,
1268.373,55.363677,
1267.409,57.614299,
1266.445,61.278441,
1265.481,63.483888,
1264.516,62.852872,
1263.552,61.330003,
1262.588,62.370465,
1261.624,66.715027,
1260.659,70.7364,
1259.695,71.5605,
1258.731,71.669955,
1257.767,71.504072,
1256.802,70.942094,
1255.838,71.615224,
1254.874,74.239671,
1253.910,77.112553,
1252.946,78.169227,
1251.981,78.421649,
1251.017,76.873633,
1250.053,73.576449,
1249.089,69.731169,
1248.124,65.742776,
1247.160,62.749005,
1246.196,61.674775,
1245.232,61.824513,
1244.267,61.132354,
1243.303,58.411006,
1242.339,55.54341,
1241.375,55.154574,
1240.411,55.539472,
1239.446,53.785994,
1238.482,50.260006,
1237.518,47.98617,
1236.554,48.074249,
1235.589,48.739469,
1234.625,48.201038,
1233.661,46.721726,
1232.697,44.098082,
1231.732,40.515309,
1230.768,37.090647,
1229.804,34.281067,
1228.840,32.010695,
1227.875,30.481045,
1226.911,29.627718,
1225.947,28.675262,
1224.983,27.150304,
1224.019,26.220309,
1223.054,26.035294,
1222.090,26.159169,
1221.126,26.821768,
1220.162,27.772877,
1219.197,27.238825,
1218.233,24.092767,
1217.269,19.952323,
1216.305,18.625501,
1215.340,21.390667,
1214.376,24.036944,
1213.412,24.08239,
1212.448,23.982194,
1211.484,26.422603,
1210.519,31.159171,
1209.555,34.913774,
1208.591,35.334763,
1207.627,34.756126,
1206.662,37.25043,
1205.698,40.833993,
1204.734,42.508739,
1203.770,43.0757,
