,PVC Spectrum,
1202.805,43.623718,
1201.841,44.540731,
1200.877,45.990994,
1199.913,48.225344,
1198.948,51.237275,
1197.984,54.084906,
1197.020,55.506261,
1196.056,56.949153,
1195.092,60.573198,
1194.127,65.68103,
1193.163,68.955801,
1192.199,69.099575,
1191.235,68.947542,
1190.270,72.504349,
1189.306,78.085959,
1188.342,81.496617,
1187.378,83.636142,
1186.413,85.988999,
1185.449,88.383834,
1184.485,90.960371,
1183.521,94.407177,
1182.557,98.852793,
1181.592,102.94036,
1180.628,105.0879,
1179.664,106.6242,
1178.700,109.3161,
1177.735,112.26187,
1176.771,112.21234,
1175.807,109.0838,
1174.843,106.23338,
1173.878,106.27323,
1172.914,107.5351,
1171.950,107.58733,
1170.986,106.42571,
1170.021,106.50284,
1169.057,108.54258,
1168.093,110.9329,
1167.129,111.64491,
1166.165,110.1743,
1165.200,107.47547,
1164.236,104.37555,
1163.272,100.39136,
1162.308,90.499293,
1161.343,77.134764,
1160.379,68.489519,
1159.415,62.955023,
1158.451,55.941904,
1157.486,45.427435,
1156.522,33.873706,
1155.558,25.597816,
1154.594,21.408101,
1153.630,18.58722,
1152.665,15.890817,
1151.701,13.060526,
1150.737,9.0260836,
1149.773,4.3869049,
1148.808,1.6357506,
1147.844,2.6478776,
1146.880,5.2508248,
1145.916,5.9169549,
1144.951,6.5422678,
1143.987,5.005192,
1143.023,1.9383845,
1142.059,0.81722526,
1141.094,3.1375202,
1140.130,7.1344204,
1139.166,9.8345982,
1138.202,10.438386,
1137.238,10.082652,
1136.273,8.9252095,
1135.309,7.7976018,
1134.345,8.7622296,
1133.381,11.916993,
1132.416,16.027518,
1131.452,20.113678,
1130.488,23.951895,
1129.524,24.99274,
1128.559,24.024553,
1127.595,28.2032,
1126.631,36.518216,
1125.667,43.732798,
1124.703,47.103477,
1123.738,48.134755,
1122.774,50.31174,
1121.810,54.942963,
1120.846,60.468626,
1119.881,66.165603,
1118.917,71.656426,
1117.953,75.83426,
1116.989,78.670588,
1116.024,79.789584,
1115.060,78.559795,
1114.096,76.021955,
1113.132,76.947104,
1112.167,79.842025,
1111.203,80.863899,
1110.239,79.965318,
1109.275,79.703012,
1108.311,81.836314,
1107.346,85.451748,
1106.382,87.699155,
1105.418,87.216551,
1104.454,87.309752,
1103.489,90.337784,
1102.525,94.629884,
1101.561,99.048036,
1100.597,103.15235,
1099.632,105.94731,
1098.668,106.4461,
1097.704,105.67515,
1096.740,104.0667,
1095.776,101.3167,
1094.811,99.805611,
1093.847,99.626321,
1092.883,99.873728,
1091.919,99.822658,
1090.954,99.396496,
1089.990,98.862455,
1089.026,98.075545,
1088.062,96.417587,
1087.097,93.663392,
1086.133,90.385454,
1085.169,87.394198,
1084.205,84.814167,
1083.240,81.924572,
1082.276,77.832632,
1081.312,72.912756,
1080.348,71.132194,
1079.384,71.130043,
1078.419,70.222383,
1077.455,68.045817,
1076.491,65.267207,
1075.527,62.55204,
1074.562,60.038472,
1073.598,57.756172,
1072.634,55.723109,
1071.670,53.504673,
1070.705,51.339772,
1069.741,49.169628,
1068.777,47.148611,
1067.813,45.67457,
1066.849,45.278593,
1065.884,46.481923,
1064.920,48.747462,
1063.956,48.962228,
1062.992,47.478296,
1062.027,45.495336,
1061.063,43.719056,
1060.099,41.997166,
1059.135,39.677764,
1058.170,36.546985,
1057.206,34.574606,
1056.242,36.837923,
1055.278,40.512762,
1054.313,42.024316,
1053.349,41.528653,
1052.385,40.753296,
1051.421,40.631305,
1050.457,40.372916,
1049.492,38.401418,
1048.528,35.317922,
1047.564,33.640286,
1046.600,33.515973,
1045.635,33.22334,
1044.671,31.279893,
1043.707,28.144575,
1042.743,26.501544,
1041.778,28.538979,
1040.814,30.791311,
1039.850,30.328944,
1038.886,28.690986,
1037.922,28.592534,
1036.957,30.885927,
1035.993,33.614768,
1035.029,33.797276,
1034.065,32.533685,
1033.100,30.595587,
1032.136,28.061488,
1031.172,26.908638,
1030.208,27.773321,
1029.243,29.39474,
1028.279,29.694145,
1027.315,28.009412,
1026.351,27.032198,
1025.386,28.997222,
1024.422,31.983097,
1023.458,34.01716,
1022.494,34.642004,
1021.530,33.483684,
1020.565,29.83001,
1019.601,24.726381,
1018.637,24.471972,
1017.673,26.347248,
1016.708,27.876092,
1015.744,29.062601,
1014.780,29.382361,
1013.816,28.158077,
1012.851,25.877691,
1011.887,25.34799,
1010.923,28.735279,
1009.959,32.320614,
1008.995,34.368452,
1008.030,35.199687,
1007.066,34.649086,
1006.102,32.445996,
1005.138,29.6514,
1004.173,28.880485,
1003.209,28.297219,
1002.245,28.222986,
1001.281,29.282393,
1000.316,30.140533,
999.352,29.784268,
998.388,28.652273,
997.424,28.175448,
996.459,28.69902,
995.495,29.331864,
994.531,29.964564,
993.567,30.362354,
992.603,29.863804,
991.638,28.442842,
990.674,27.35298,
989.710,28.807167,
988.746,31.8051,
987.781,31.88365,
986.817,29.955901,
985.853,29.652077,
984.889,32.228185,
983.924,35.768404,
982.960,37.157356,
981.996,36.035511,
981.032,35.042383,
980.068,35.02518,
979.103,35.977607,
978.139,38.376519,
977.175,42.064588,
976.211,45.526149,
975.246,46.268364,
974.282,45.424062,
973.318,47.229029,
972.354,50.266464,
971.389,52.210492,
970.425,52.790994,
969.461,53.342154,
968.497,55.236622,
967.532,58.160043,
966.568,60.363836,
965.604,61.693561,
964.640,62.22567,
963.676,61.893873,
962.711,61.190539,
961.747,61.252578,
960.783,63.23074,
959.819,65.820909,
958.854,67.804053,
957.890,69.859211,
956.926,69.840303,
955.962,67.359228,
954.997,64.145351,
954.033,62.316719,
953.069,60.250638,
952.105,58.169421,
951.141,56.870727,
950.176,56.229207,
949.212,55.884958,
948.248,55.425269,
947.284,54.522862,
946.319,53.06289,
945.355,51.203306,
944.391,48.885417,
943.427,46.111866,
942.462,43.325231,
941.498,40.955538,
940.534,39.763923,
939.570,40.85912,
938.605,43.695532,
937.641,43.228183,
936.677,40.718598,
935.713,39.104814,
934.749,39.509634,
933.784,41.01836,
932.820,41.790268,
931.856,41.198846,
930.892,39.991896,
929.927,38.148964,
928.963,36.356271,
927.999,36.465387,
927.035,38.623428,
926.070,40.731323,
925.106,39.925157,
924.142,38.072359,
923.178,35.92049,
922.214,32.838196,
921.249,31.471269,
920.285,32.560438,
919.321,35.039211,
918.357,37.648255,
917.392,40.497827,
916.428,41.345351,
915.464,39.317532,
914.500,35.970815,
913.535,32.957789,
912.571,31.197116,
911.607,30.959862,
910.643,33.44593,
909.678,36.569259,
908.714,35.745463,
907.750,32.603068,
906.786,30.826441,
905.822,32.10698,
904.857,34.531852,
903.893,33.708631,
902.929,29.416123,
901.965,28.642623,
901.000,32.065252,
900.036,36.389203,
899.072,38.575797,
898.108,37.936071,
897.143,36.427453,
896.179,34.583137,
895.215,32.034186,
894.251,30.415116,
893.287,29.872856,
892.322,30.457725,
891.358,32.221549,
890.394,34.695868,
889.430,34.932397,
888.465,34.282159,
887.501,33.747742,
886.537,33.225971,
885.573,33.413669,
884.608,35.214458,
883.644,38.442832,
882.680,39.775896,
881.716,37.42756,
880.751,35.143533,
879.787,35.440415,
878.823,37.845985,
877.859,40.099311,
876.895,40.249904,
875.930,39.258894,
874.966,39.678431,
874.002,40.952802,
873.038,40.987424,
872.073,39.344998,
871.109,37.008335,
870.145,35.255119,
869.181,34.031489,
868.216,34.2242,
867.252,36.102359,
866.288,38.355125,
865.324,39.555156,
864.359,39.218376,
863.395,38.313327,
862.431,38.112823,
861.467,37.978435,
860.503,37.146923,
859.538,36.213753,
858.574,37.184635,
857.610,41.167969,
856.646,46.291733,
855.681,46.284588,
854.717,43.148049,
853.753,42.579625,
852.789,45.080781,
851.824,48.628274,
850.860,50.903794,
849.896,51.130929,
848.932,50.529642,
847.968,49.945104,
847.003,49.458372,
846.039,49.518121,
845.075,50.3141,
844.111,51.784594,
843.146,53.706011,
842.182,55.456778,
841.218,54.860133,
840.254,53.076083,
839.289,51.274893,
838.325,49.762084,
837.361,48.691951,
836.397,48.970206,
835.432,50.675368,
834.468,51.894637,
833.504,52.284076,
832.540,52.42078,
831.576,52.689415,
830.611,53.020698,
829.647,52.961845,
828.683,51.627209,
827.719,49.531929,
826.754,46.71624,
825.790,43.034096,
824.826,39.594235,
823.862,37.90812,
822.897,37.45834,
821.933,36.521874,
820.969,35.334369,
820.005,33.916852,
819.041,32.27251,
818.076,30.245521,
817.112,27.561834,
816.148,24.029369,
815.184,21.577576,
814.219,21.731747,
813.255,22.281523,
812.291,20.02666,
811.327,14.0552,
810.362,7.6274048,
809.398,8.2490846,
808.434,12.66554,
807.470,13.969934,
806.505,13.274329,
805.541,12.296204,
804.577,11.91217,
803.613,11.727454,
802.649,11.041809,
801.684,10.106409,
800.720,8.7555299,
799.756,6.585608,
798.792,4.1809486,
797.827,3.2390967,
796.863,6.1576366,
795.899,9.7223676,
794.935,7.1703508,
793.970,1.8728018,
793.006,0,
792.042,3.8862669,
791.078,9.515942,
790.114,9.3854123,
789.149,6.8837399,
788.185,5.3260615,
787.221,4.794897,
786.257,5.1428827,
785.292,6.2005854,
784.328,7.7356806,
783.364,8.6864495,
782.400,8.23341,
781.435,7.33247,
780.471,6.9027214,
779.507,7.1859123,
778.543,7.666027,
777.578,7.3931631,
776.614,6.517565,
775.650,6.7469472,
774.686,7.5871693,
773.722,7.2453602,
772.757,4.8779652,
771.793,1.8817858,
770.829,2.319829,
769.865,6.0105592,
768.900,9.4682186,
767.936,11.646877,
766.972,12.568504,
766.008,12.630756,
765.043,11.898428,
764.079,11.403502,
763.115,13.042219,
762.151,15.762625,
761.187,18.296947,
760.222,20.079307,
759.258,21.033298,
758.294,19.745589,
757.330,16.858418,
756.365,15.079176,
755.401,14.279332,
754.437,14.439411,
753.473,15.605958,
752.508,17.66269,
751.544,19.986805,
750.580,22.11507,
749.616,23.589186,
748.651,23.787372,
747.687,22.842151,
746.723,21.818659,
745.759,22.560645,
744.795,24.422943,
743.830,26.640809,
742.866,29.149835,
741.902,30.456909,
740.938,29.333611,
739.973,26.719934,
739.009,26.997027,
738.045,29.255858,
737.081,32.155315,
736.116,35.344567,
735.152,38.968194,
734.188,43.429907,
733.224,48.990203,
732.260,54.893272,
731.295,59.993511,
730.331,64.335645,
729.367,68.190912,
728.403,71.938807,
727.438,75.965316,
726.474,81.740307,
725.510,88.436348,
724.546,92.427549,
723.581,93.695559,
722.617,94.953711,
721.653,99.906291,
720.689,108.20638,
719.724,115.5114,
718.760,121.134,
717.796,126.82594,
716.832,134.2579,
715.868,144.1379,
714.903,155.52405,
713.939,167.38989,
712.975,179.97999,
712.011,193.56277,
711.046,208.05828,
710.082,223.09022,
709.118,238.15109,
708.154,254.11168,
707.189,270.43981,
706.225,286.85099,
705.261,302.48934,
704.297,316.98034,
703.333,330.44544,
702.368,343.43099,
701.404,356.41565,
700.440,369.42695,
699.476,382.26226,
698.511,394.72718,
697.547,406.75945,
696.583,418.62982,
695.619,428.88444,
694.654,434.69341,
693.690,437.71256,
692.726,441.02885,
691.762,446.42724,
690.797,452.29538,
689.833,452.51659,
688.869,449.56659,
687.905,445.23447,
686.941,439.7586,
685.976,433.07953,
685.012,425.21336,
684.048,416.11321,
683.084,406.1904,
682.119,396.29637,
681.155,386.0386,
680.191,374.67075,
679.227,361.64965,
678.262,348.13095,
677.298,336.42933,
676.334,324.75732,
675.370,313.0838,
674.406,301.54854,
673.441,289.99435,
672.477,277.73569,
671.513,265.59569,
670.549,255.76781,
669.584,247.90818,
668.620,240.57673,
667.656,232.49733,
666.692,223.29512,
665.727,214.94824,
664.763,208.42393,
663.799,203.69002,
662.835,201.63426,
661.870,202.43034,
660.906,204.45031,
659.942,202.19644,
658.978,198.51329,
658.014,198.52578,
657.049,201.90848,
656.085,208.08329,
655.121,217.47537,
654.157,230.42823,
653.192,245.07238,
652.228,260.85922,
651.264,277.81523,
650.300,295.94583,
649.335,315.32404,
648.371,335.50524,
647.407,355.72946,
646.443,376.14814,
645.479,396.75786,
644.514,418.01782,
643.550,440.84941,
642.586,466.70687,
641.622,493.78464,
640.657,515.82164,
639.693,534.20117,
638.729,552.07444,
637.765,572.19436,
636.800,594.12299,
635.836,614.64811,
634.872,633.60195,
633.908,648.9499,
632.943,658.93498,
631.979,663.10763,
631.015,662.91126,
630.051,657.16686,
629.087,644.60697,
628.122,623.6833,
627.158,595.80444,
626.194,565.36258,
625.230,539.52754,
624.265,515.27701,
623.301,498.26258,
622.337,485.61953,
621.373,474.14288,
620.408,462.24546,
619.444,451.66256,
618.480,446.69425,
617.516,446.38628,
616.552,447.63369,
615.587,448.21555,
614.623,447.06682,
613.659,444.48135,
612.695,439.75422,
611.730,435.31466,
610.766,433.62296,
609.802,434.20015,
608.838,434.57156,
607.873,431.07706,
606.909,424.70192,
605.945,411.02624,
604.981,391.70411,
604.016,368.98568,
603.052,344.56385,
602.088,318.50209,
601.124,291.8659,
600.160,264.0819,
599.195,236.84972,
598.231,211.77135,
597.267,189.56474,
596.303,169.76464,
595.338,153.9748,
594.374,140.35237,
593.410,126.68298,
592.446,113.00094,
591.481,101.48511,
590.517,96.031737,
589.553,95.794085,
588.589,91.784995,
587.625,85.652857,
586.660,79.484053,
585.696,74.803874,
584.732,71.464118,
583.768,67.141306,
582.803,62.037444,
581.839,57.579428,
580.875,54.588991,
579.911,53.096407,
578.946,52.070864,
577.982,50.872225,
577.018,49.751856,
576.054,48.758879,
575.089,48.106871,
574.125,48.125124,
573.161,49.267988,
572.197,51.338831,
571.233,51.589559,
570.268,50.294481,
569.304,48.986661,
568.340,49.504869,
567.376,51.895147,
566.411,52.257589,
565.447,50.086538,
564.483,47.099664,
563.519,45.024072,
562.554,44.726556,
561.590,44.297299,
560.626,41.573857,
559.662,38.490207,
558.698,37.659829,
557.733,39.943807,
556.769,43.415089,
555.805,41.269185,
554.841,36.642956,
553.876,35.145928,
552.912,36.750804,
551.948,39.390397,
550.984,40.640828,
550.019,40.729592,
549.055,41.444573,
548.091,42.983677,
547.127,44.556816,
546.162,44.970532,
545.198,43.107536,
544.234,40.444344,
543.270,39.141895,
542.306,38.602777,
541.341,38.227381,
540.377,37.718742,
539.413,37.596483,
538.449,37.589262,
537.484,37.377254,
536.520,37.409096,
535.556,37.815351,
534.592,38.177076,
533.627,36.732647,
532.663,33.936071,
531.699,31.502434,
530.735,29.92485,
529.771,28.888967,
528.806,27.355526,
527.842,24.438832,
526.878,21.883661,
525.914,20.786206,
524.949,20.748174,
523.985,20.618785,
523.021,18.908731,
522.057,16.374411,
521.092,14.553225,
520.128,13.268708,
519.164,12.345575,
518.200,11.610747,
517.235,10.871147,
516.271,11.017481,
515.307,12.007322,
514.343,12.999702,
513.379,13.381535,
512.414,12.994813,
511.450,12.356431,
510.486,11.612922,
509.522,11.157109,
508.557,11.450084,
507.593,12.390276,
506.629,12.897362,
505.665,10.731645,
504.700,7.9087319,
503.736,6.1433348,
502.772,5.6681604,
501.808,5.8995076,
500.844,6.1084913,
499.879,6.3841739,
498.915,7.1598568,
497.951,8.4397387,
496.987,10.002873,
496.022,11.492032,
495.058,12.69003,
494.094,12.889492,
493.130,11.762196,
492.165,10.246863,
491.201,9.7248899,
490.237,11.63944,
489.273,14.35731,
488.308,15.638413,
487.344,15.82435,
486.380,14.840413,
485.416,12.597639,
484.452,9.6950018,
483.487,9.1225401,
482.523,9.8984182,
481.559,11.315263,
480.595,12.869364,
479.630,14.365945,
478.666,16.774001,
477.702,20.553737,
476.738,24.480055,
475.773,27.571461,
474.809,29.090015,
473.845,28.68352,
472.881,22.869212,
471.917,15.023654,
470.952,9.7836631,
469.988,8.1037795,
469.024,7.706025,
468.060,5.4203307,
467.095,3.2081296,
466.131,2.3869812,
465.167,2.7956955,
464.203,3.7458154,
463.238,4.3002325,
462.274,4.1995716,
461.310,3.3536462,
460.346,1.9148511,
459.381,0.51885364,
458.417,0,
457.453,1.0602779,
456.489,2.5081835,
455.525,3.9865963,
454.560,5.4560756,
453.596,6.7022237,
452.632,7.2329813,
451.668,7.5918642,
450.703,8.4709129,
449.739,9.4687607,
448.775,9.914118,
447.811,9.2366727,
446.846,7.7193837,
445.882,7.3696727,
444.918,8.2627352,
443.954,9.4472528,
442.990,9.9814284,
442.025,9.3269812,
441.061,9.352026,
440.097,11.336934,
439.133,13.904948,
438.168,15.831213,
437.204,16.409286,
436.240,16.473345,
435.276,16.274122,
434.311,15.988132,
433.347,16.978166,
432.383,19.861561,
431.419,23.858579,
430.454,25.691436,
429.490,26.623219,
428.526,27.771361,
427.562,29.540692,
426.598,31.642982,
425.633,32.276962,
424.669,30.459918,
423.705,28.686136,
422.741,28.70991,
421.776,30.928559,
420.812,33.714639,
419.848,33.734753,
418.884,33.046418,
417.919,32.264286,
416.955,31.511206,
415.991,30.812861,
415.027,32.094108,
414.063,34.444786,
413.098,35.153182,
412.134,33.984672,
411.170,32.011523,
410.206,31.791793,
409.241,34.073967,
408.277,35.388318,
407.313,34.671956,
406.349,32.564482,
405.384,31.173609,
404.420,33.558078,
403.456,36.529363,
402.492,37.654749,
401.527,37.061485,
400.563,35.889751,
399.599,35.343752,
398.635,34.8145,
397.671,35.77392,
396.706,38.014493,
395.742,41.038169,
394.778,44.30765,
393.814,47.983084,
392.849,50.90549,
391.885,53.128536,
390.921,54.949479,
389.957,56.803769,
388.992,58.916266,
388.028,61.160647,
387.064,63.665183,
386.100,66.442673,
385.136,69.310635,
384.171,71.808435,
383.207,74.074251,
382.243,77.552371,
381.279,81.990505,
380.314,86.173657,
379.350,88.142888,
378.386,88.879995,
377.422,92.767195,
376.457,99.186187,
375.493,106.49136,
374.529,112.68759,
373.565,116.83217,
372.600,121.38802,
371.636,127.1307,
370.672,133.27523,
369.708,138.7279,
368.744,142.53162,
367.779,147.37488,
366.815,154.78185,
365.851,163.39308,
364.887,171.59844,
363.922,177.81123,
362.958,183.12164,
361.994,189.55019,
361.030,197.15995,
360.065,205.21987,
359.101,212.50824,
358.137,218.32805,
357.173,220.44314,
356.208,219.27497,
355.244,215.69616,
354.280,210.72053,
353.316,204.79117,
352.352,198.21597,
351.387,191.60782,
350.423,184.59052,
349.459,176.90082,
348.495,168.69682,
347.530,160.34598,
346.566,152.88157,
345.602,146.08167,
344.638,140.62126,
343.673,137.88264,
342.709,137.47349,
341.745,135.10699,
340.781,131.55982,
339.817,127.30347,
338.852,122.58462,
337.888,117.25224,
336.924,112.54936,
335.960,108.791,
334.995,105.70189,
334.031,102.89607,
333.067,100.37044,
332.103,98.679121,
331.138,98.079261,
330.174,98.419937,
329.210,98.931114,
328.246,97.716218,
327.281,95.427492,
326.317,96.287005,
325.353,99.586566,
324.389,103.04965,
323.425,102.9701,
322.460,99.967755,
321.496,96.693823,
320.532,93.224829,
319.568,89.822722,
318.603,86.90377,
317.639,85.255089,
316.675,85.207673,
315.711,87.322855,
314.746,90.80752,
313.782,93.823527,
312.818,91.884708,
311.854,88.841977,
310.890,88.333577,
309.925,89.895048,
308.961,91.373023,
307.997,88.522727,
307.033,83.39933,
306.068,80.12101,
305.104,79.069833,
304.140,79.435015,
303.176,79.177737,
302.211,77.83813,
301.247,76.384952,
300.283,74.828503,
299.319,72.889684,
298.354,69.912382,
297.390,65.098998,
296.426,59.783908,
295.462,55.203678,
294.498,51.917443,
293.533,49.643319,
292.569,47.508646,
291.605,45.070849,
290.641,42.72441,
289.676,40.777042,
288.712,39.402528,
287.748,36.553842,
286.784,32.954474,
285.819,30.407937,
284.855,29.512035,
283.891,29.882977,
282.927,28.561049,
281.963,25.249326,
280.998,22.38194,
280.034,21.462698,
279.070,23.154979,
278.106,25.224213,
277.141,25.457999,
276.177,24.638219,
275.213,22.642123,
274.249,19.261308,
273.284,15.364184,
272.320,13.312081,
271.356,11.825504,
270.392,11.771985,
269.427,14.213876,
268.463,19.104155,
267.499,20.075636,
266.535,17.543942,
265.571,13.655217,
264.606,10.770155,
263.642,10.257944,
262.678,10.401153,
261.714,11.11653,
260.749,12.086448,
259.785,12.649334,
258.821,11.09225,
257.857,9.3496683,
256.892,9.6914613,
255.928,11.481398,
254.964,13.154735,
254.000,11.664057,
253.036,8.6238674,
252.071,6.5285021,
251.107,5.1991036,
250.143,4.6557891,
249.179,6.2198477,
248.214,10.159102,
247.250,12.629264,
246.286,12.502258,
245.322,10.002644,
244.357,7.4959511,
243.393,7.0929687,
242.429,7.0624472,
241.465,7.02216,
240.500,6.84408,
239.536,6.6985682,
238.572,7.4111619,
237.608,8.59983,
236.644,8.6404021,
235.679,6.6332205,
234.715,3.2141736,
233.751,2.1231539,
232.787,2.1494684,
231.822,2.6651872,
230.858,3.2915504,
229.894,4.1013121,
228.930,5.4491109,
227.965,6.9996929,
227.001,8.2764957,
226.037,8.8338646,
225.073,8.2952865,
224.109,6.9827827,
223.144,4.7882475,
222.180,2.2448842,
221.216,0.47173582,
220.252,2.0198227,
219.287,5.161868,
218.323,6.7297922,
217.359,7.1130484,
216.395,6.8336094,
215.430,5.7259477,
214.466,3.6322996,
213.502,2.6256633,
212.538,3.0328955,
211.573,4.497325,
210.609,5.3408561,
209.645,4.6732544,
208.681,3.9866586,
207.717,3.873012,
206.752,4.5628961,
205.788,5.5881081,
204.824,6.8926892,
203.860,8.4395692,
202.895,9.6884249,
201.931,10.193283,
200.967,10.230324,
200.003,11.919695,
199.038,14.11657,
198.074,15.448455,
197.110,14.890202,
196.146,13.679753,
195.182,15.469678,
194.217,19.613204,
193.253,24.225002,
192.289,26.930306,
191.325,25.357875,
190.360,23.501899,
189.396,23.610183,
188.432,25.619258,
187.468,28.416691,
186.503,30.317795,
185.539,32.237997,
184.575,33.732662,
183.611,34.625616,
182.646,34.97698,
181.682,37.443603,
180.718,40.888186,
179.754,43.945133,
178.790,46.315857,
177.825,48.527448,
176.861,49.980011,
175.897,50.539205,
174.933,51.266373,
173.968,52.945154,
173.004,56.209138,
172.040,60.277217,
171.076,64.319559,
170.111,68.692967,
169.147,73.773193,
168.183,80.136751,
167.219,87.368183,
166.255,94.821394,
165.290,102.41488,
164.326,109.53457,
163.362,113.94839,
162.398,116.51351,
161.433,118.43556,
160.469,119.90497,
159.505,121.18435,
158.541,123.47623,
157.576,126.55588,
156.612,130.45861,
155.648,135.1167,
154.684,140.15655,
153.719,142.6771,
152.755,140.87466,
151.791,138.17795,
150.827,137.50664,
149.863,141.60761,
148.898,148.44851,
147.934,153.81349,
146.970,158.2718,
146.006,161.23147,
145.041,161.01745,
144.077,157.89961,
143.113,157.43552,
142.149,158.77236,
141.184,160.866,
140.220,162.44889,
139.256,163.8886,
138.292,165.84466,
137.328,168.32269,
136.363,171.03793,
135.399,172.99361,
134.435,173.17087,
133.471,172.99953,
132.506,173.75989,
131.542,176.46267,
130.578,180.5488,
129.614,183.6697,
128.649,186.2035,
127.685,188.43654,
126.721,190.64695,
125.757,192.87111,
124.792,196.44173,
123.828,200.93699,
122.864,205.73537,
121.900,209.94422,
120.936,213.64925,
119.971,219.05169,
119.007,226.5055,
118.043,235.35389,
117.079,242.81893,
116.114,245.86516,
115.150,248.61492,
114.186,253.64153,
113.222,262.58034,
112.257,273.85631,
111.293,284.0862,
110.329,293.56185,
109.365,301.50661,
108.401,306.78719,
107.436,309.89153,
106.472,318.95803,
105.508,332.34002,
104.544,347.65783,
103.579,361.23153,
102.615,372.56658,
101.651,383.7762,
100.687,395.12572,
99.722,407.11339,
98.758,421.04689,
97.794,438.34337,
96.830,457.53063,
95.865,478.27532,
94.901,500.3424,
93.937,523.67077,
92.973,548.99596,
92.009,577.04155,
91.044,609.58702,
90.080,648.34752,
89.116,693.1494,
88.152,730.7163,
87.187,763.63073,
86.223,794.48125,
85.259,827.31273,
84.295,862.33928,
83.330,892.19414,
82.366,915.76085,
81.402,933.24846,
80.438,945.40825,
79.474,951.25548,
78.509,952.85997,
77.545,951.9627,
76.581,950.47814,
75.617,948.53521,
74.652,948.93731,
73.688,950.88939,
72.724,954.78038,
71.760,962.22777,
70.795,969.252,
69.831,969.72033,
68.867,966.57738,
67.903,963.87261,
66.938,969.0844,
65.974,979.81426,
65.010,992.79375,
64.046,1007.1474,
63.082,1022.2276,
62.117,1036.0021,
61.153,1047.3364,
60.189,1057.9015,
59.225,1068.827,
58.260,1081.2862,
57.296,1092.5685,
56.332,1101.6709,
55.368,1109.5008,
54.403,1116.9239,
53.439,1124.4258,
52.475,1131.5339,
51.511,1139.8351,
50.547,1149.9917,
